Name,Market Cap,Multiplicative,Share Price,Country
Gulfport Energy,1.93,1000000000,104.37,USA
Seacoast Banking,1.93,1000000000,22.84,USA
Oscar Health,1.93,1000000000,8.85,USA
Crombie Real Estate Investment Trust,1.93,1000000000,10.78,Canada
Ahli United Bank,1.92,1000000000,856.68,eu Kuwait
Ero Copper,1.92,1000000000,20.75,Canada
Kuwait Projects Company Holding,1.92,1000000000,423.45,eu Kuwait
SunPower,1.92,1000000000,11.00,USA
AAR,1.92,1000000000,55.45,USA
Zeta Global,1.92,1000000000,9.05,USA
Goodman Property Trust,1.92,1000000000,1.37,New Zealand
Earthstone Energy,1.91,1000000000,13.66,USA
Nakanishi,1.91,1000000000,22.52,Japan
Green Plains,1.91,1000000000,32.19,USA
Arcos Dorados Holdings,1.91,1000000000,9.09,Uruguay
Jasa Marga,1.91,1000000000,0.26,Indonesia
Blue Dart Express,1.91,1000000000,80.59,India
NuStar Energy,1.91,1000000000,17.25,USA
ACELYRIN,1.91,1000000000,19.67,USA
Solaria Energía,1.91,1000000000,15.29,Spain
Össur,1.90,1000000000,4.54,Iceland
Buenaventura Mining Company,1.90,1000000000,7.51,Peru
The Bancorp,1.90,1000000000,34.85,USA
National Aluminum & Alloy,1.90,1000000000,1.04,India
Toho Gas,1.90,1000000000,18.08,Japan
Criteo,1.90,1000000000,33.85,France
WaFd Bank,1.89,1000000000,28.83,USA
Fairfax India Holdings,1.89,1000000000,13.76,Canada
Star Bulk Carriers,1.89,1000000000,18.41,Greece
Usiminas,1.89,1000000000,1.54,Brazil
Atoss,1.89,1000000000,232.65,Germany
Adeka Corporation,1.89,1000000000,18.40,Japan
TowneBank,1.89,1000000000,25.27,USA
Aktieselskabet Schouw & Co.,1.89,1000000000,80.34,Denmark
Veracyte,1.88,1000000000,26.09,USA
Tata Teleservices,1.88,1000000000,0.95,India
Spar Nord Bank A/S,1.88,1000000000,15.85,Denmark
MONETA Money Bank,1.88,1000000000,3.69,Czech Republic
Kuwait Telecommunications Company,1.88,1000000000,"1,886",eu Kuwait
Sylvamo,1.88,1000000000,44.17,USA
BGC Partners,1.87,1000000000,4.80,USA
Sovos Brands,1.87,1000000000,18.52,USA
Ventyx Biosciences,1.87,1000000000,31.99,USA
BELLUS Health,1.87,1000000000,14.73,Canada
Urban Edge Properties,1.87,1000000000,15.27,USA
Super Group,1.86,1000000000,3.75,Guernsey
Opera,1.86,1000000000,20.80,Norway
Myriad Genetics,1.86,1000000000,22.91,USA
Harel Group,1.86,1000000000,8.87,Israel
StoneX Group,1.86,1000000000,89.95,USA
Warrior Met Coal,1.86,1000000000,35.89,USA
Magnite,1.86,1000000000,13.75,USA
SJVN,1.86,1000000000,0.47,India
REN (Redes Energéticas Nacionais),1.85,1000000000,2.78,Portugal
Hanmi Pharmaceutical,1.85,1000000000,27.31,S. Korea
Mirion Technologies,1.85,1000000000,8.20,USA
Shenzhen Bingchuan Network,1.85,1000000000,8.11,China
International Seaways,1.85,1000000000,37.65,USA
Minerals Technologies,1.85,1000000000,56.95,USA
Hangzhou Shunwang Technology,1.85,1000000000,2.67,China
Riot Blockchain,1.85,1000000000,10.40,USA
John Wiley & Sons,1.85,1000000000,33.46,USA
Spirit Airlines,1.85,1000000000,16.96,USA
Jack in the Box,1.84,1000000000,90.72,USA
Bank of Hawaii,1.84,1000000000,46.63,USA
Momo,1.84,1000000000,9.79,China
Laureate Education,1.84,1000000000,11.76,USA
Leslie's,1.84,1000000000,10.04,USA
Bank Danamon,1.84,1000000000,0.19,Indonesia
Bradespar,1.84,1000000000,4.42,Brazil
Strategic Education,1.84,1000000000,74.97,USA
Fine Organics,1.84,1000000000,60.02,India
Supernus Pharmaceuticals,1.83,1000000000,33.77,USA
Sumitomo Dainippon Pharma,1.83,1000000000,4.63,Japan
Tianyu Digital Technology (Dalian),1.83,1000000000,1.11,China
KRUK Spólka Akcyjna,1.83,1000000000,94.91,Poland
Electra,1.83,1000000000,478.27,Israel
Bank of Georgia Group,1.83,1000000000,38.20,UK
ComfortDelGro,1.83,1000000000,0.85,Singapore
RadNet,1.83,1000000000,31.38,USA
Superior Plus,1.82,1000000000,7.27,Canada
Hangzhou Electronic Soul Network Technology,1.82,1000000000,7.14,China
Métropole Télévision (Groupe M6),1.82,1000000000,14.51,France
Iovance Biotherapeutics,1.82,1000000000,8.12,USA
Canadian Western Bank,1.81,1000000000,18.88,Canada
Expro Group,1.81,1000000000,16.74,USA
Close Brothers Group,1.81,1000000000,12.06,UK
Oceaneering International,1.81,1000000000,17.97,USA
Hims & Hers Health,1.81,1000000000,8.65,USA
Corsair Gaming,1.81,1000000000,17.74,USA
Zug Estates Holding,1.80,1000000000,"1,891",Switzerland
Assura Plc,1.80,1000000000,0.61,UK
Abercrombie & Fitch,1.80,1000000000,36.08,USA
Upbound Group,1.80,1000000000,32.27,USA
Granite Construction,1.80,1000000000,39.78,USA
Agilysys,1.79,1000000000,71.04,USA
Blue Star,1.79,1000000000,18.67,India
Fila,1.79,1000000000,29.91,S. Korea
NuVista Energy,1.79,1000000000,8.21,Canada
Weis Markets,1.79,1000000000,66.77,USA
Redington India,1.79,1000000000,2.28,India
Atlas Energy Solutions,1.79,1000000000,17.91,USA
Baytex Energy,1.79,1000000000,3.28,Canada
National Mobile Telecommunications Company,1.78,1000000000,"3,570",eu Kuwait
4imprint Group,1.78,1000000000,63.63,UK
Maruwa,1.78,1000000000,144.83,Japan
Talos Energy,1.78,1000000000,14.21,USA
Genesis Energy,1.78,1000000000,1.68,New Zealand
Stelco,1.77,1000000000,32.22,Canada
Santam,1.77,1000000000,16.13,South Africa
Inter Cars,1.77,1000000000,125.15,Poland
Shutterstock,1.77,1000000000,49.13,USA
Pigeon,1.77,1000000000,14.79,Japan
Liberty Latin America,1.76,1000000000,8.42,USA
Kinetik,1.76,1000000000,33.94,USA
XL Axiata,1.76,1000000000,0.14,Indonesia
Gibraltar Industries,1.76,1000000000,58.12,USA
TODA corp,1.76,1000000000,5.73,Japan
KEC International,1.76,1000000000,6.72,India
Canada Goose,1.76,1000000000,17.12,Canada
Rocket Pharmaceuticals,1.76,1000000000,21.90,USA
Green Thumb Industries,1.76,1000000000,7.43,USA
Marten Transport,1.76,1000000000,21.67,USA
Super Retail Group,1.75,1000000000,7.78,Australia
Hillman Solutions,1.75,1000000000,9.02,USA
Getnet,1.75,1000000000,1.88,Brazil
Tandem Diabetes Care,1.75,1000000000,27.10,USA
Kratos Defense & Security Solutions,1.75,1000000000,13.72,USA
CIMC Enric,1.75,1000000000,0.86,China
AJ Bell,1.74,1000000000,4.24,UK
Shop Apotheke Europe,1.74,1000000000,95.97,Netherlands
Patrick Industries,1.74,1000000000,78.23,USA
Custom Truck One Source,1.74,1000000000,7.09,USA
Russel Metals,1.74,1000000000,27.93,Canada
PVR Cinemas,1.74,1000000000,17.75,India
Korea Gas,1.73,1000000000,20.23,S. Korea
TS TECH,1.73,1000000000,13.59,Japan
First National Financial,1.73,1000000000,28.94,Canada
Tabcorp,1.73,1000000000,0.76,Australia
Construction Partners,1.73,1000000000,32.88,USA
Q2,1.73,1000000000,29.79,USA
The Cheesecake Factory,1.73,1000000000,33.75,USA
Park National Corp,1.73,1000000000,107.06,USA
Trainline,1.73,1000000000,3.60,UK
Getty Realty,1.73,1000000000,34.99,USA
Arezzo Indústria e Comércio,1.73,1000000000,15.61,Brazil
Entra,1.73,1000000000,9.51,Norway
Richelieu Hardware,1.72,1000000000,30.97,Canada
LiveRamp,1.72,1000000000,26.02,USA
Bajaj Electricals,1.72,1000000000,14.97,India
BankUnited,1.72,1000000000,23.18,USA
Deutsche EuroShop,1.72,1000000000,22.55,Germany
Dave & Buster's,1.72,1000000000,40.15,USA
ForgeRock,1.72,1000000000,19.46,USA
Top Glove,1.72,1000000000,0.21,Malaysia
PageGroup,1.72,1000000000,5.24,UK
SL Green Realty,1.71,1000000000,26.58,USA
SkyWest,1.71,1000000000,38.69,USA
Arcellx,1.71,1000000000,35.80,USA
Veris Residential,1.71,1000000000,17.04,USA
SpringWorks Therapeutics,1.71,1000000000,27.47,USA
Recursion Pharmaceuticals,1.71,1000000000,8.92,USA
First Merchants Corporation,1.71,1000000000,28.75,USA
Buckle,1.71,1000000000,33.98,USA
CJ Group,1.71,1000000000,63.36,S. Korea
Stride (K12 Education),1.71,1000000000,39.80,USA
Primary Health Properties,1.71,1000000000,1.28,UK
Retail Opportunity Investments,1.71,1000000000,13.59,USA
Wacker Neuson,1.71,1000000000,25.18,Germany
Plus500,1.71,1000000000,19.33,Israel
JBG SMITH,1.71,1000000000,15.35,USA
Atea ASA,1.70,1000000000,15.41,Norway
StorageVault Canada,1.70,1000000000,4.52,Canada
Bank für Tirol und Vorarlberg,1.70,1000000000,45.98,Austria
Atos,1.70,1000000000,15.09,France
Phreesia,1.70,1000000000,31.79,USA
Ironwood Pharmaceuticals,1.70,1000000000,10.98,USA
Citizen Watch,1.70,1000000000,6.14,Japan
Textainer Group,1.70,1000000000,40.21,Bermuda
Volaris,1.70,1000000000,14.71,Mexico
China Gold International Resources,1.70,1000000000,4.30,Canada
Pacific Basin Shipping,1.70,1000000000,0.32,Hong Kong
NLC India,1.70,1000000000,1.20,India
UCT (Ultra Clean Holdings),1.70,1000000000,38.05,USA
secunet,1.69,1000000000,262.75,Germany
CenturyPly,1.69,1000000000,7.65,India
NovaGold Resources,1.69,1000000000,5.08,Canada
Corporación América Airports,1.69,1000000000,10.55,Luxembourg
Mercury General,1.69,1000000000,30.62,USA
U.S. Physical Therapy,1.69,1000000000,115.07,USA
Adtalem Global Education,1.69,1000000000,38.84,USA
Sunway,1.69,1000000000,0.34,Malaysia
Diamondrock Hospitality Company,1.68,1000000000,8.01,USA
SolarWinds,1.68,1000000000,10.31,USA
Verona Pharma,1.68,1000000000,21.23,UK
LEENO Industrial,1.68,1000000000,106.73,S. Korea
Celldex Therapeutics,1.68,1000000000,35.68,USA
Exchange Income Corporation,1.68,1000000000,39.56,Canada
Dada Nexus,1.68,1000000000,6.57,China
"Gentera, S.A.B. de C.V.",1.68,1000000000,1.06,Mexico
Celestica,1.68,1000000000,14.24,Canada
Borr Drilling,1.68,1000000000,6.89,Bermuda
KAR Auction Services,1.68,1000000000,15.39,USA
Establishment Labs,1.67,1000000000,65.24,Costa Rica
Air New Zealand,1.67,1000000000,0.50,New Zealand
Eutelsat,1.67,1000000000,6.58,France
OPC Energy,1.67,1000000000,7.46,Israel
Nu Skin,1.67,1000000000,33.52,USA
OC Oerlikon,1.67,1000000000,5.15,Switzerland
Marathon Digital Holdings,1.67,1000000000,9.98,USA
Chartwell Retirement Residences,1.67,1000000000,6.97,Canada
Borregaard,1.67,1000000000,16.74,Norway
Deterra Royalties,1.66,1000000000,3.16,Australia
The Foschini Group,1.66,1000000000,5.17,South Africa
Idorsia,1.66,1000000000,9.37,Switzerland
Flex Lng,1.66,1000000000,31.05,Bermuda
Dynavax Technologies,1.66,1000000000,12.97,USA
Perseus Mining,1.66,1000000000,1.22,Australia
Asseco,1.66,1000000000,20.08,Poland
Veritiv,1.66,1000000000,122.95,USA
Payoneer,1.66,1000000000,4.63,USA
Vaisala,1.66,1000000000,45.93,Finland
Hornbach Baumarkt,1.66,1000000000,52.22,Germany
Corbion,1.66,1000000000,28.14,Netherlands
PDF Solutions,1.65,1000000000,43.81,USA
MeridianLink,1.65,1000000000,20.55,USA
Bytes Technology,1.65,1000000000,6.92,UK
Life Healthcare Group,1.65,1000000000,1.15,South Africa
Renasant Corp,1.65,1000000000,29.48,USA
ZipRecruiter,1.65,1000000000,16.38,USA
TTEC,1.65,1000000000,34.97,USA
Aksa Energy,1.64,1000000000,1.35,Turkey
D/S Norden (Dampskibsselskabet Norden),1.64,1000000000,50.49,Denmark
ANGI Homeservices,1.64,1000000000,3.25,USA
Zentalis Pharmaceuticals,1.64,1000000000,27.62,USA
Jindal Stainless (Hisar),1.64,1000000000,6.96,India
Lenzing,1.64,1000000000,61.20,Austria
TAG Immobilien,1.64,1000000000,9.27,Germany
Hanesbrands,1.63,1000000000,4.69,USA
DCM Shriram,1.63,1000000000,10.50,India
Standex,1.63,1000000000,137.47,USA
Olav Thon,1.63,1000000000,16.12,Norway
Knowles,1.63,1000000000,17.88,USA
Rai Way,1.63,1000000000,6.09,Italy
Savills,1.63,1000000000,11.24,UK
Almirall,1.63,1000000000,8.83,Spain
PGT Innovations,1.63,1000000000,27.80,USA
FibroGen,1.63,1000000000,16.72,USA
NV5 Global,1.63,1000000000,103.86,USA
Pebblebrook Hotel Trust,1.63,1000000000,13.24,USA
HPH Trust (Hutchison Port),1.62,1000000000,0.19,Singapore
Happiest Minds Technologies,1.62,1000000000,11.08,India
Dutch Bros,1.62,1000000000,27.99,USA
Enova International,1.62,1000000000,52.17,USA
Finolex Cables,1.62,1000000000,10.65,India
Huron Consulting,1.62,1000000000,84.67,USA
Sixth Street Specialty Lending,1.62,1000000000,18.71,USA
Atmus Filtration Technologies,1.62,1000000000,19.52,USA
TANLA,1.62,1000000000,12.10,India
Efes Beverage Group,1.62,1000000000,2.74,Turkey
The Vita Coco Company,1.62,1000000000,28.84,USA
EIH Limited,1.62,1000000000,2.59,India
Unipar Carbocloro,1.62,1000000000,15.83,Brazil
Biotest,1.61,1000000000,46.42,Germany
RLJ Lodging Trust,1.61,1000000000,10.12,USA
Victrex,1.61,1000000000,18.55,UK
Gulf Insurance Group,1.61,1000000000,"5,700",eu Kuwait
Navitas Semiconductor,1.61,1000000000,9.38,Ireland
Perion Network,1.61,1000000000,33.64,Israel
DICE Therapeutics,1.61,1000000000,33.85,USA
Wüstenrot & Württembergische,1.61,1000000000,17.23,Germany
Altus Group,1.61,1000000000,35.64,Canada
Modine Manufacturing,1.61,1000000000,31.00,USA
Elkem,1.61,1000000000,2.54,Norway
Biohaven Pharmaceutical,1.61,1000000000,23.65,USA
E2open,1.61,1000000000,5.33,USA
Brinker International,1.61,1000000000,36.39,USA
Office Depot,1.61,1000000000,41.75,USA
Pfeiffer Vacuum,1.60,1000000000,162.47,Germany
HBM Healthcare Investments,1.60,1000000000,231.19,Switzerland
Vista Outdoor,1.60,1000000000,27.73,USA
Sedlmayr Grund und Immobilien AG,1.60,1000000000,"2,190",Germany
CSG International,1.60,1000000000,50.68,USA
Alfen,1.60,1000000000,74.01,Netherlands
Ingles Markets,1.60,1000000000,84.50,USA
Yext,1.60,1000000000,12.94,USA
Amylyx Pharmaceuticals,1.60,1000000000,23.87,USA
Independent Bank Group,1.60,1000000000,38.80,USA
Vericel,1.60,1000000000,33.67,USA
Claros Mortgage Trust,1.60,1000000000,11.57,USA
HighPeak Energy,1.60,1000000000,14.14,USA
Xencor,1.59,1000000000,26.49,USA
Apollo Commercial Real Estate,1.59,1000000000,11.31,USA
Ferrum S.A. de Cerámica y Metalurgia,1.59,1000000000,0.17,ar Argentina
Sterling Construction,1.59,1000000000,51.86,USA
H&E Equipment Services,1.59,1000000000,43.88,USA
Banner Bank,1.59,1000000000,46.44,USA
Tiger Brands,1.59,1000000000,9.38,South Africa
Bodycote,1.59,1000000000,8.32,UK
RPC,1.59,1000000000,7.36,USA
Pick n Pay Stores,1.58,1000000000,2.16,South Africa
Sonic Automotive,1.58,1000000000,44.81,USA
Protagonist Therapeutics,1.58,1000000000,27.71,USA
Enerjisa Enerji,1.58,1000000000,1.34,Turkey
Sandstorm Gold,1.58,1000000000,5.30,Canada
InvenTrust Properties,1.58,1000000000,23.43,USA
SiriusPoint,1.58,1000000000,9.70,Bermuda
Pakuwon Jati Tbk,1.57,1000000000,0.03000,Indonesia
Doosan Fuel Cell,1.57,1000000000,24.08,S. Korea
Archrock,1.57,1000000000,10.06,USA
Kokuyo,1.57,1000000000,13.63,Japan
Federal Agricultural Mortgage,1.57,1000000000,148.50,USA
WesBanco,1.57,1000000000,26.55,USA
Primoris Services Corporation,1.57,1000000000,29.51,USA
Alony Hetz,1.57,1000000000,8.74,Israel
Enterprise Financial Services Corp,1.57,1000000000,42.11,USA
Golden Ocean Group,1.57,1000000000,7.84,Bermuda
Shufersal,1.56,1000000000,5.90,Israel
Enerpac Tool Group,1.56,1000000000,27.42,USA
RHI Magnesita,1.56,1000000000,33.28,Austria
ZIM Integrated Shipping Services,1.56,1000000000,13.00,Israel
Zuora,1.56,1000000000,11.38,USA
PROCEPT BioRobotics,1.56,1000000000,34.65,USA
Arvinas,1.56,1000000000,29.22,USA
Bukalapak.com,1.55,1000000000,0.02000,Indonesia
Vtech,1.55,1000000000,6.17,Hong Kong
Labrador Iron Ore Royalty Corp.,1.55,1000000000,24.33,Canada
Udemy,1.55,1000000000,10.61,USA
Kornit Digital,1.55,1000000000,31.13,Israel
Oxford Industries,1.55,1000000000,99.01,USA
LOTTE Corporation,1.55,1000000000,21.96,S. Korea
Melco International Development,1.55,1000000000,1.02,Hong Kong
Loma Negra,1.55,1000000000,6.53,ar Argentina
Hartalega,1.55,1000000000,0.45,Malaysia
Delek US,1.55,1000000000,23.60,USA
BRP Group,1.55,1000000000,24.32,USA
Uni-Select,1.55,1000000000,35.33,Canada
Treace Medical Concepts,1.54,1000000000,25.24,USA
Killam Apartment REIT,1.54,1000000000,13.21,Canada
PROG Holdings,1.54,1000000000,33.10,USA
Formosa Taffeta,1.54,1000000000,0.91,Taiwan
Energy Recovery,1.54,1000000000,27.39,USA
Meliá Hotels International,1.54,1000000000,7.01,Spain
Virtus Investment Partners,1.54,1000000000,211.66,USA
Compass Diversified Holdings,1.54,1000000000,21.44,USA
Bread Financial,1.54,1000000000,30.74,USA
Birchcliff Energy,1.53,1000000000,5.79,Canada
Compass,1.53,1000000000,3.35,USA
Aether Industries,1.53,1000000000,12.17,India
First Majestic Silver,1.53,1000000000,5.57,Canada
Dexco,1.52,1000000000,1.89,Brazil
NW Natural,1.52,1000000000,42.50,USA
AS ONE Corporation,1.52,1000000000,42.22,Japan
Taro Pharmaceutical,1.52,1000000000,40.64,Israel
Freehold Royalties,1.52,1000000000,10.14,Canada
Cannae Holdings,1.52,1000000000,19.96,USA
Geron,1.52,1000000000,3.00,USA
Diagnosticos da America,1.52,1000000000,2.04,Brazil
Safehold,1.52,1000000000,23.85,USA
Paragon 28,1.52,1000000000,18.50,USA
BayWa,1.52,1000000000,58.68,Germany
TF1,1.51,1000000000,7.21,France
VEON,1.51,1000000000,21.00,Netherlands
Befesa,1.51,1000000000,37.95,Luxembourg
Paladin Energy,1.51,1000000000,0.51,Australia
The Andersons,1.51,1000000000,44.95,USA
Migros Ticaret A.S.,1.51,1000000000,8.51,Turkey
American Assets Trust,1.51,1000000000,19.70,USA
Sapiens,1.51,1000000000,27.42,Israel
Victoria's Secret & Co,1.51,1000000000,19.60,USA
Newmark,1.51,1000000000,6.32,USA
Maytronics,1.50,1000000000,13.78,Israel
Quilter,1.50,1000000000,1.07,UK
Acadia Realty Trust,1.50,1000000000,14.48,USA
World Fuel Services,1.50,1000000000,24.26,USA
DeNA,1.50,1000000000,13.52,Japan
Aamal Company,1.50,1000000000,0.24,eu Qatar
Bystronic AG,1.50,1000000000,732.85,Switzerland
Tennant Company,1.50,1000000000,81.14,USA
Kingsoft Cloud,1.49,1000000000,6.29,China
ePlus,1.49,1000000000,55.81,USA
Relay Therapeutics,1.49,1000000000,12.31,USA
Sumo Logic,1.49,1000000000,12.04,USA
National Industries Group Holding,1.49,1000000000,661.24,eu Kuwait
Hongkong and Shanghai Hotels,1.49,1000000000,0.90,Hong Kong
Addus HomeCare,1.48,1000000000,91.81,USA
Apar Industries,1.48,1000000000,38.12,India
LeMaitre Vascular,1.48,1000000000,66.86,USA
Radius Global Infrastructure,1.48,1000000000,14.86,USA
Great Portland Estates,1.48,1000000000,5.83,UK
Azul,1.47,1000000000,12.77,Brazil
Coats Group,1.47,1000000000,0.91,UK
Alembic Pharmaceuticals,1.47,1000000000,7.52,India
Westshore Terminals Investment,1.47,1000000000,23.62,Canada
Par Pacific Holdings,1.47,1000000000,24.18,USA
City Holding Company,1.47,1000000000,97.92,USA
Vivid Seats,1.47,1000000000,7.53,USA
Owens & Minor,1.47,1000000000,19.34,USA
Northwest Bank,1.47,1000000000,11.59,USA
Tejas Networks,1.46,1000000000,8.67,India
Gamma Communications,1.46,1000000000,15.13,UK
Apollo Medical Holdings,1.46,1000000000,31.12,USA
Corticeira Amorim,1.46,1000000000,10.99,Portugal
Photronics,1.46,1000000000,23.38,USA
Austevoll Seafood,1.46,1000000000,7.24,Norway
NBT Bancorp,1.46,1000000000,34.03,USA
Service Properties Trust,1.45,1000000000,8.82,USA
Middlesex Water Company,1.45,1000000000,82.51,USA
Asahi India Glass,1.45,1000000000,5.97,India
89bio,1.45,1000000000,20.01,USA
Sihanoukville Autonomous Port,1.45,1000000000,3.24,Cambodia
Grand City Properties,1.45,1000000000,8.45,Luxembourg
Humansoft Holding Company,1.45,1000000000,"11,401",eu Kuwait
Fortune REIT,1.45,1000000000,0.73,Hong Kong
Camtek,1.45,1000000000,32.63,Israel
Summit Therapeutics,1.45,1000000000,2.08,UK
Equinox Gold,1.45,1000000000,4.64,Canada
Grupa Kety,1.44,1000000000,150.23,Poland
Prime Medicine,1.44,1000000000,14.91,USA
Warba Bank,1.44,1000000000,703.58,eu Kuwait
Compass Minerals,1.44,1000000000,35.22,USA
Alkami Technology,1.44,1000000000,15.60,USA
Semtech,1.44,1000000000,22.60,USA
Scandinavian Tobacco Group,1.44,1000000000,16.68,Denmark
Peyto Exploration & Development,1.44,1000000000,8.26,Canada
Syndax Pharmaceuticals,1.44,1000000000,20.95,USA
Al Ahli Bank of Kuwait,1.44,1000000000,765.47,eu Kuwait
EchoStar,1.44,1000000000,17.20,USA
Mixi,1.44,1000000000,19.86,Japan
Hudco,1.43,1000000000,0.72,India
Grenke,1.43,1000000000,30.44,Germany
KIOCL,1.43,1000000000,2.36,India
Agios Pharmaceuticals,1.43,1000000000,25.78,USA
Embecta,1.43,1000000000,24.99,USA
Target Hospitality,1.43,1000000000,14.12,USA
Kymera Therapeutics,1.43,1000000000,25.86,USA
NorthWest Healthcare Properties REIT,1.42,1000000000,5.85,Canada
First Commonwealth Financial Corp,1.42,1000000000,13.89,USA
Arcus Biosciences,1.42,1000000000,19.54,USA
DHT Holdings,1.42,1000000000,8.74,Bermuda
Bénéteau,1.42,1000000000,17.74,France
Momentive Global,1.42,1000000000,9.45,USA
Maxeon Solar Technologies,1.42,1000000000,27.89,Singapore
Kimbell Royalty Partners,1.42,1000000000,15.05,USA
V2X,1.42,1000000000,45.87,USA
X-FAB,1.42,1000000000,10.88,Belgium
First National of Nebraska,1.42,1000000000,"12,550",USA
Cimpress,1.41,1000000000,53.93,Ireland
SpareBank 1,1.41,1000000000,12.24,Norway
JBM Auto,1.41,1000000000,11.99,India
Xponential Fitness,1.41,1000000000,28.08,USA
UFP Technologies,1.41,1000000000,186.02,USA
Veidekke,1.41,1000000000,10.49,Norway
Cerence,1.41,1000000000,35.09,USA
Sheela Foam,1.41,1000000000,14.49,India
Chambal Fertilisers,1.41,1000000000,3.40,India
Janus International Group,1.41,1000000000,9.62,USA
VIZIO,1.41,1000000000,7.22,USA
Andlauer Healthcare Group,1.41,1000000000,33.66,Canada
Great Eagle,1.40,1000000000,1.88,Hong Kong
LTC Properties,1.40,1000000000,34.02,USA
Stock Yards Bancorp,1.40,1000000000,48.01,USA
Kenon Holdings,1.40,1000000000,26.12,Singapore
iRobot,1.40,1000000000,51.00,USA
Bank Islam Malaysia,1.40,1000000000,0.78,Malaysia
Raymond,1.40,1000000000,21.06,India
Iamgold,1.40,1000000000,2.91,Canada
Xenia Hotels & Resorts,1.40,1000000000,12.30,USA
Aica Kogyo Company,1.40,1000000000,21.92,Japan
TTM Technologies,1.40,1000000000,13.66,USA
Lindsay Corporation,1.40,1000000000,127.27,USA
InterRent Real Estate Investment Trust,1.40,1000000000,9.61,Canada
BioCryst Pharmaceuticals,1.40,1000000000,7.41,USA
CTS Corporation,1.39,1000000000,44.36,USA
Boubyan Petrochemical Company,1.39,1000000000,"2,629",eu Kuwait
XD Inc.,1.39,1000000000,2.96,China
First Bancorp,1.39,1000000000,34.04,USA
3R Petroleum,1.39,1000000000,6.76,Brazil
Palomar Holdings,1.39,1000000000,56.11,USA
Bank of N. T. Butterfield & Son,1.39,1000000000,27.99,Bermuda
Ascential,1.39,1000000000,3.16,UK
indie Semiconductor,1.39,1000000000,9.83,USA
Daiseki,1.39,1000000000,28.33,Japan
National Western Life,1.38,1000000000,382.11,USA
Spirent,1.38,1000000000,2.32,UK
Grendene,1.38,1000000000,1.54,Brazil
Elme Communities,1.38,1000000000,15.80,USA
Momentum Metropolitan,1.38,1000000000,1.02,South Africa
Doha Bank,1.38,1000000000,0.45,eu Qatar
Secure Energy Services,1.38,1000000000,4.65,Canada
Fiskars,1.38,1000000000,17.08,Finland
FIGS,1.38,1000000000,8.26,USA
IDEAYA Biosciences,1.37,1000000000,24.07,USA
Hudson Pacific Properties,1.37,1000000000,4.85,USA
Natco Pharma,1.37,1000000000,7.69,India
Replimune,1.37,1000000000,23.85,USA
Ivanhoe Electric,1.37,1000000000,14.82,Canada
Air Transport Services Group,1.37,1000000000,19.25,USA
Aurinia Pharmaceuticals,1.37,1000000000,9.63,Canada
NaaS Technology,1.37,1000000000,6.16,China
Methode Electronics,1.37,1000000000,38.16,USA
Lakeland Financial Corp,1.37,1000000000,53.99,USA
Playa Hotels & Resorts,1.37,1000000000,9.00,USA
FB Financial,1.37,1000000000,29.29,USA
U.S. Cellular,1.36,1000000000,16.17,USA
Shinsegae,1.36,1000000000,145.14,S. Korea
Piramal Pharma,1.36,1000000000,1.15,India
Indian Energy Exchange,1.36,1000000000,1.54,India
Lemonade,1.36,1000000000,19.70,USA
Sappi,1.36,1000000000,2.25,South Africa
Ballard Power Systems,1.36,1000000000,4.58,Canada
Guaranty Trust Bank,1.36,1000000000,2.32,eu Nigeria
goeasy,1.36,1000000000,82.52,Canada
Digi International,1.36,1000000000,38.00,USA
BASF India,1.36,1000000000,31.46,India
Tamarack Valley Energy,1.36,1000000000,2.44,Canada
Hindustan Copper,1.35,1000000000,1.41,India
Hudbay Minerals,1.35,1000000000,5.18,Canada
RSA Insurance Group,1.35,1000000000,1.33,UK
Enghouse Systems,1.35,1000000000,24.58,Canada
Two Harbors Investment,1.35,1000000000,14.05,USA
Dexerials Corporation,1.35,1000000000,22.36,Japan
Warby Parker,1.35,1000000000,11.69,USA
Centerra Gold,1.35,1000000000,6.18,Canada
Ladder Capital,1.35,1000000000,10.68,USA
AdaptHealth,1.35,1000000000,10.10,USA
Altice USA,1.35,1000000000,2.98,USA
Arion banki,1.35,1000000000,0.94,Iceland
Provident Financial Services,1.35,1000000000,17.94,USA
Trustmark,1.35,1000000000,22.17,USA
Alexander & Baldwin,1.35,1000000000,18.65,USA
Gold Road Resources,1.34,1000000000,1.21,Australia
AMAG Austria Metall,1.34,1000000000,37.33,Austria
V-Guard Industries,1.34,1000000000,3.11,India
Ligand Pharmaceuticals,1.34,1000000000,78.03,USA
Monarch Casino & Resort,1.34,1000000000,70.20,USA
Orion Engineered Carbons,1.34,1000000000,22.79,USA
Triumph Financial,1.34,1000000000,60.51,USA
PROS,1.33,1000000000,29.07,USA
GasLog,1.33,1000000000,24.46,Greece
Virgin Galactic,1.33,1000000000,4.73,USA
Jeld-Wen,1.33,1000000000,15.72,USA
Donnelley Financial Solutions,1.33,1000000000,45.39,USA
P10,1.33,1000000000,11.49,USA
NAPCO Security Technologies,1.33,1000000000,36.27,USA
Pactiv Evergreen,1.33,1000000000,7.48,USA
Ryerson,1.33,1000000000,38.75,USA
Sally Beauty Holdings,1.33,1000000000,12.38,USA
Helios Towers,1.33,1000000000,1.27,UK
