Name,Earnings,Multiplicative,Share Price,Country
Corticeira Amorim,0.12,1000000000,10.99,Portugal
Purple Innovation,0.12,1000000000,2.84,USA
Verra Mobility,0.12,1000000000,18.91,USA
Bayer Crop Science,0.12,1000000000,51.87,India
Movado,0.12,1000000000,26.36,USA
Marten Transport,0.12,1000000000,21.67,USA
Grendene,0.12,1000000000,1.54,Brazil
TOTVS,0.12,1000000000,6.22,Brazil
Edgewell Personal Care,0.12,1000000000,43.04,USA
Southside Bancshares,0.12,1000000000,27.68,USA
Berkshire Hills Bancorp,0.12,1000000000,22.55,USA
Yes Bank,0.12,1000000000,0.20,India
AAR,0.12,1000000000,55.45,USA
Borregaard,0.12,1000000000,16.74,Norway
Bachem,0.12,1000000000,97.64,Switzerland
VIAVI Solutions,0.12,1000000000,10.65,USA
Encavis,0.12,1000000000,17.49,Germany
InterRent Real Estate Investment Trust,0.12,1000000000,9.61,Canada
CBL Properties,0.12,1000000000,23.78,USA
California Water Service,0.12,1000000000,52.47,USA
DMG Mori,0.12,1000000000,46.42,Germany
Lupin Limited,0.12,1000000000,10.14,India
Amorepacific,0.12,1000000000,82.41,S. Korea
Indoritel,0.12,1000000000,0.27,Indonesia
Byline Bancorp,0.12,1000000000,19.06,USA
Global Net Lease,0.12,1000000000,10.76,USA
MYR Group,0.12,1000000000,133.10,USA
Genco Shipping & Trading,0.12,1000000000,14.36,USA
Pfeiffer Vacuum,0.12,1000000000,162.47,Germany
National Bank Holdings,0.12,1000000000,31.70,USA
Eurofins Scientific,0.11,1000000000,67.33,Luxembourg
Orpea,0.11,1000000000,2.79,France
LTC Properties,0.11,1000000000,34.02,USA
Helios Technologies,0.11,1000000000,62.93,USA
Claros Mortgage Trust,0.11,1000000000,11.57,USA
Amphastar Pharmaceuticals,0.11,1000000000,55.03,USA
Sagax,0.11,1000000000,21.28,Sweden
ESCO Technologies,0.11,1000000000,100.17,USA
Calumet Specialty Products Partners,0.11,1000000000,15.59,USA
Diana Shipping,0.11,1000000000,3.90,Greece
Graham Holdings,0.11,1000000000,570.96,USA
Mytilineos,0.11,1000000000,34.92,Greece
Morphosys,0.11,1000000000,7.72,Germany
Godrej Properties,0.11,1000000000,18.75,India
Schweiter Technologies,0.11,1000000000,794.58,Switzerland
Holley,0.11,1000000000,3.56,USA
Paramount Group,0.11,1000000000,4.51,USA
Heritage-Crystal Clean,0.11,1000000000,36.79,USA
Modine Manufacturing,0.11,1000000000,31.00,USA
Page Industries,0.11,1000000000,470.74,India
Banco Latinoamericano de Comercio Exterior,0.11,1000000000,20.80,Panama
American Woodmark,0.11,1000000000,70.56,USA
OSI Systems,0.11,1000000000,122.33,USA
CompuGroup Medical,0.11,1000000000,49.55,Germany
Nagarro,0.11,1000000000,88.02,Germany
QCR Holdings,0.11,1000000000,43.04,USA
Chart Industries,0.11,1000000000,143.59,USA
First Foundation,0.11,1000000000,4.89,USA
Triumph Financial,0.11,1000000000,60.51,USA
BRF,0.11,1000000000,1.94,Brazil
CSW Industrials,0.11,1000000000,160.90,USA
Tata Elxsi,0.11,1000000000,93.25,India
National Fertilizers,0.11,1000000000,0.86,India
Meliá Hotels International,0.11,1000000000,7.01,Spain
Capital Power,0.11,1000000000,33.65,Canada
Fluor Corporation,0.11,1000000000,29.09,USA
Materion,0.11,1000000000,109.48,USA
China Airlines,0.11,1000000000,0.90,Taiwan
Premier Financial,0.11,1000000000,16.58,USA
Clearwater Paper,0.11,1000000000,31.26,USA
Fortis Healthcare,0.11,1000000000,3.79,India
Hudson Technologies,0.11,1000000000,9.12,USA
Sulzer,0.11,1000000000,88.83,Switzerland
Silicon Labs,0.11,1000000000,159.04,USA
Array Technologies,0.11,1000000000,21.21,USA
Brookline Bancorp,0.11,1000000000,9.36,USA
Republic Bank,0.11,1000000000,45.63,USA
UNO Minda,0.11,1000000000,7.15,India
Kingsoft,0.11,1000000000,4.42,China
Transcontinental,0.11,1000000000,11.16,Canada
Accel Entertainment,0.11,1000000000,9.78,USA
MasTec,0.11,1000000000,110.04,USA
Quilter,0.11,1000000000,1.07,UK
Pick n Pay Stores,0.11,1000000000,2.16,South Africa
German American Bancorp,0.11,1000000000,29.30,USA
Ashford Hospitality Trust,0.11,1000000000,4.06,USA
Kite Realty,0.11,1000000000,21.42,USA
Kuwait Telecommunications Company,0.11,1000000000,"1,886",eu Kuwait
Formosa Taffeta,0.11,1000000000,0.91,Taiwan
Liberty TripAdvisor Holdings,0.11,1000000000,0.68,USA
Novanta,0.11,1000000000,169.62,USA
Interroll,0.11,1000000000,"3,047",Switzerland
Ameresco,0.11,1000000000,46.55,USA
Adyen,0.11,1000000000,"1,730",Netherlands
Cracker Barrel,0.11,1000000000,95.01,USA
Exchange Income Corporation,0.11,1000000000,39.56,Canada
Atea ASA,0.11,1000000000,15.41,Norway
Siam City Cement (INSEE),0.11,1000000000,4.05,Thailand
Bénéteau,0.11,1000000000,17.74,France
WH Smith,0.11,1000000000,20.80,UK
The a2 Milk Company,0.11,1000000000,3.52,New Zealand
Elang Mahkota Teknologi,0.11,1000000000,0.05000,Indonesia
Huron Consulting,0.11,1000000000,84.67,USA
Lindsay Corporation,0.11,1000000000,127.27,USA
Amara Raja Batteries,0.11,1000000000,7.62,India
Kforce,0.11,1000000000,61.30,USA
Grosvenor Capital Management,0.11,1000000000,7.10,USA
Topicus,0.11,1000000000,74.46,Canada
Fortress REIT,0.11,1000000000,0.70,South Africa
Gujarat Alkalies and Chemicals,0.11,1000000000,8.34,India
Origin Bancorp,0.11,1000000000,28.61,USA
United Heavy Machinery,0.11,1000000000,63.30,Russia
AEON REIT Investment,0.11,1000000000,"1,106",Japan
Euroseas,0.11,1000000000,21.06,Greece
Diamondrock Hospitality Company,0.11,1000000000,8.01,USA
Energix Renewable Energies,0.11,1000000000,3.68,Israel
ICF International,0.11,1000000000,124.10,USA
B&G Foods,0.11,1000000000,13.89,USA
PC Connection,0.11,1000000000,45.73,USA
Monarch Casino & Resort,0.11,1000000000,70.20,USA
Oceaneering International,0.11,1000000000,17.97,USA
ICICI Prulife,0.11,1000000000,6.52,India
Golub Capital,0.11,1000000000,13.41,USA
Bank für Tirol und Vorarlberg,0.11,1000000000,45.98,Austria
Cellcom Israel,0.11,1000000000,4.13,Israel
Vista Outdoor,0.10,1000000000,27.73,USA
Boston Beer Company,0.10,1000000000,332.84,USA
Stericycle,0.10,1000000000,46.28,USA
Peapack-Gladstone Financial,0.10,1000000000,29.41,USA
Havertys,0.10,1000000000,28.68,USA
Burford Capital,0.10,1000000000,12.67,Guernsey
Villeroy & Boch,0.10,1000000000,20.91,Germany
Cogent Communications,0.10,1000000000,65.47,USA
TCG BDC,0.10,1000000000,14.58,USA
Citycon,0.10,1000000000,6.63,Finland
Applus Services,0.10,1000000000,10.17,Spain
White Mountains Insurance Group,0.10,1000000000,"1,375",Bermuda
Amalgamated Financial,0.10,1000000000,16.27,USA
Zurn Water Solutions,0.10,1000000000,25.63,USA
Opera,0.10,1000000000,20.80,Norway
The Greenbrier Companies,0.10,1000000000,31.78,USA
Eneti,0.10,1000000000,12.26,Monaco
Tennant Company,0.10,1000000000,81.14,USA
Old Second Bancorp,0.10,1000000000,13.95,USA
First Solar,0.10,1000000000,188.99,USA
Jenoptik,0.10,1000000000,35.76,Germany
Physicians Realty Trust,0.10,1000000000,14.46,USA
Robertet,0.10,1000000000,853.95,France
Bain Capital,0.10,1000000000,13.37,USA
Brasil Agro,0.10,1000000000,5.02,Brazil
Vitesco Technologies Group,0.10,1000000000,78.39,Germany
APL Apollo,0.10,1000000000,15.84,India
Bright Horizons,0.10,1000000000,93.75,USA
SunCoke Energy,0.10,1000000000,7.77,USA
Auckland Airport,0.10,1000000000,5.27,New Zealand
Mallplaza,0.10,1000000000,1.43,Chile
Osisko Gold Royalties,0.10,1000000000,15.63,Canada
Ormat Technologies,0.10,1000000000,85.43,USA
Pangaea Logistics Solutions,0.10,1000000000,6.72,USA
Sandstorm Gold,0.10,1000000000,5.30,Canada
Precision Drilling Corporation,0.10,1000000000,47.06,Canada
Valhi,0.10,1000000000,14.05,USA
Tompkins Financial,0.10,1000000000,59.85,USA
Catalyst Pharmaceuticals,0.10,1000000000,12.20,USA
Metropolitan Bank Holding,0.10,1000000000,38.39,USA
IDP Education,0.10,1000000000,16.72,Australia
Bodycote,0.10,1000000000,8.32,UK
Türk Telekom,0.10,1000000000,0.83,Turkey
Brim hf.,0.10,1000000000,0.58,Iceland
Patria Investments,0.10,1000000000,14.54,Cayman Islands
Fine Organics,0.10,1000000000,60.02,India
West Japan Railway,0.10,1000000000,42.43,Japan
Escorts Limited,0.10,1000000000,26.60,India
Grindrod Shipping,0.10,1000000000,8.53,Singapore
Alumina Limited,0.10,1000000000,0.96,Australia
Genie Energy,0.10,1000000000,13.85,USA
Zee Entertainment,0.10,1000000000,2.28,India
Varroc,0.10,1000000000,3.94,India
CSG International,0.10,1000000000,50.68,USA
Spirent,0.10,1000000000,2.32,UK
Upbound Group,0.10,1000000000,32.27,USA
Deutsche EuroShop,0.10,1000000000,22.55,Germany
Faes Farma,0.10,1000000000,3.59,Spain
Nexa Resources,0.10,1000000000,4.84,Luxembourg
Heritage Commerce,0.10,1000000000,8.44,USA
Marshalls plc,0.10,1000000000,3.35,UK
Elekta AB,0.10,1000000000,7.99,Sweden
TDCX,0.10,1000000000,8.65,Singapore
MasterCraft Boat,0.10,1000000000,29.60,USA
DCM Shriram,0.10,1000000000,10.50,India
Reach plc,0.10,1000000000,0.93,UK
Insteel Industries,0.10,1000000000,31.25,USA
Koppers,0.10,1000000000,34.17,USA
Playtech,0.10,1000000000,7.86,Isle of Man
Ipca Laboratories,0.10,1000000000,8.98,India
CMGE Technology Group,0.10,1000000000,0.28,China
Grocery Outlet,0.10,1000000000,28.72,USA
Breville Group,0.10,1000000000,13.40,Australia
Ziff Davis,0.10,1000000000,67.15,USA
Torrid,0.10,1000000000,2.93,USA
Standard Motor Products (SMP),0.10,1000000000,36.95,USA
YETI Holdings,0.10,1000000000,35.09,USA
Methode Electronics,0.10,1000000000,38.16,USA
USANA,0.10,1000000000,61.15,USA
Merit Medical,0.10,1000000000,83.28,USA
Frontier Airlines,0.10,1000000000,9.70,USA
Jeld-Wen,0.10,1000000000,15.72,USA
JD Health,0.10,1000000000,6.97,China
Community Trust Bancorp,0.10,1000000000,37.84,USA
Heritage Financial,0.10,1000000000,17.44,USA
Luther Burbank,0.10,1000000000,9.52,USA
Corcept Therapeutics,0.10,1000000000,23.13,USA
Cargotec,0.10,1000000000,56.77,Finland
TFS Financial,0.10,1000000000,12.74,USA
Americold,0.10,1000000000,32.05,USA
TrustCo Bank,0.10,1000000000,30.54,USA
Chegg,0.10,1000000000,9.80,USA
Wingstop Restaurants,0.10,1000000000,188.17,USA
JBG SMITH,0.10,1000000000,15.35,USA
Vidrala,0.10,1000000000,97.00,Spain
Uni-Select,0.10,1000000000,35.33,Canada
South Indian Bank,0.10,1000000000,0.22,India
AZZ,99.85,1000000,39.22,USA
Heidrick & Struggles,99.8,1000000,26.42,USA
Shutterstock,99.77,1000000,49.13,USA
Aixtron,99.76,1000000,33.14,Germany
Mueller Water Products,99.7,1000000,15.65,USA
Netcompany Group,99.49,1000000,43.42,Denmark
Trustmark,99.48,1000000,22.17,USA
Open Lending,99.37,1000000,10.50,USA
Van Lanschot Kempen,99.13,1000000,30.33,Netherlands
RITES,98.88,1000000,4.86,India
Capstone Copper,98.81,1000000,4.65,Canada
Great Southern Bancorp,98.77,1000000,53.47,USA
Sanofi India Limited,98.7,1000000,84.59,India
Horizon Bancorp,98.57,1000000,11.09,USA
Casella Waste Systems,98.5,1000000,86.82,USA
Quanex Building Products,98.46,1000000,26.29,USA
Olympic Steel,98.29,1000000,45.44,USA
Tootsie Roll Industries,98.14,1000000,38.13,USA
Univest,98.12,1000000,19.86,USA
Corbion,97.96,1000000,28.14,Netherlands
Victrex,97.95,1000000,18.55,UK
AdaptHealth,97.9,1000000,10.10,USA
Barloworld,97.85,1000000,5.06,South Africa
Finolex Industries,97.65,1000000,2.13,India
Construcciones y Auxiliar de Ferrocarriles,97.5,1000000,34.16,Spain
Sunstone Hotel Investors,97.31,1000000,10.03,USA
Stellar Bancorp,96.71,1000000,24.90,USA
Columbus McKinnon,96.68,1000000,41.27,USA
Franklin BSP Realty Trust,96.62,1000000,14.35,USA
CrossAmerica Partners,96.51,1000000,20.18,USA
Topaz Energy,96.41,1000000,15.70,Canada
RWS Holdings,96.28,1000000,3.39,UK
Cyient,95.92,1000000,18.15,India
CarGurus,95.87,1000000,21.97,USA
Pigeon,95.43,1000000,14.79,Japan
BASF India,95.42,1000000,31.46,India
Marel,95.33,1000000,3.10,Iceland
Vossloh AG,95.32,1000000,44.18,Germany
Daseke,95.2,1000000,7.23,USA
First Mid-Illinois Bancshares,94.93,1000000,25.24,USA
Fairfax India Holdings,94.93,1000000,13.76,Canada
Global Cord Blood,94.91,1000000,2.99,Hong Kong
Neurocrine Biosciences,94.8,1000000,97.60,USA
Hain Celestial,94.69,1000000,12.29,USA
Central Pacific Financial,94.53,1000000,16.71,USA
Badger Meter,94.53,1000000,149.50,USA
CRISIL,94.24,1000000,47.41,India
Dechra Pharmaceuticals,94.14,1000000,46.23,UK
Zengame Technology,93.97,1000000,0.45,China
Zug Estates Holding,93.74,1000000,"1,891",Switzerland
Port of Tauranga,93.62,1000000,3.95,New Zealand
Global Industrial Company,93.5,1000000,27.17,USA
Waterdrop Inc.,93.46,1000000,2.55,China
Voyager Therapeutics,93.39,1000000,12.97,USA
Gravity Co.,93.33,1000000,63.68,S. Korea
Big Yellow Group,93.28,1000000,14.28,UK
flatexDEGIRO AG,93.16,1000000,9.41,Germany
Asahi India Glass,93.1,1000000,5.97,India
EnPro Industries,93,1000000,128.29,USA
Employers Holdings,93,1000000,38.00,USA
Genesco,92.99,1000000,23.27,USA
Stadler Rail,92.8,1000000,39.68,Switzerland
Hiscox,92.8,1000000,14.26,Bermuda
SNC-Lavalin Group,92.71,1000000,25.46,Canada
Axon Enterprise,92.66,1000000,202.36,USA
Canaan,92.33,1000000,2.15,China
HiteJinro,92.19,1000000,17.43,S. Korea
Jain Irrigation Systems,91.84,1000000,0.26,India
Preformed Line Products,91.57,1000000,170.33,USA
PTC India,91.44,1000000,1.30,India
Dynatrace,91.12,1000000,51.21,USA
Viña Concha y Toro,91.1,1000000,1.18,Chile
MoneyGram,90.9,1000000,10.99,USA
Homeland Interactive Technology,90.75,1000000,0.22,China
Gamma Communications,90.7,1000000,15.13,UK
ACM Research,90.65,1000000,11.64,USA
Green Thumb Industries,90.65,1000000,7.43,USA
The Container Store,90.61,1000000,2.90,USA
Shufersal,90.6,1000000,5.90,Israel
HEG,90.47,1000000,19.36,India
Gree,90.37,1000000,4.71,Japan
SKF India,90.34,1000000,58.33,India
XL Axiata,90.34,1000000,0.14,Indonesia
Gelsenwasser,90.17,1000000,"1,007",Germany
Boralex,90.1,1000000,28.11,Canada
CSB Bank,90.06,1000000,3.31,India
TriMas,90.05,1000000,26.98,USA
Finolex Cables,90.03,1000000,10.65,India
FS KKR Capital,90,1000000,19.11,USA
Partner Communications,89.96,1000000,4.32,Israel
Merdeka Copper Gold,89.94,1000000,0.20,Indonesia
Allegiant Air,89.93,1000000,118.89,USA
Ashoka Buildcon,89.89,1000000,0.97,India
Knr Constructions,89.77,1000000,2.94,India
Adani Green Energy,89.44,1000000,11.90,India
Technogym,89.22,1000000,9.77,Italy
CareTrust REIT,89.07,1000000,19.83,USA
Superior Industries International,88.9,1000000,3.53,USA
Capitol Federal Savings Bank,88.86,1000000,6.58,USA
Singapore Post,88.71,1000000,0.34,Singapore
Landsea Homes,88.67,1000000,7.95,USA
Mercari,88.59,1000000,24.00,Japan
FLSmidth,88.55,1000000,49.23,Denmark
Hektaş,88.37,1000000,1.33,Turkey
Betterware de Mexico,88.25,1000000,13.00,Mexico
CorVel Corporation,88.21,1000000,191.91,USA
CD Projekt,88.16,1000000,41.80,Poland
Schnitzer Steel,88.08,1000000,32.33,USA
AUB Group,88.03,1000000,18.77,Australia
Adani Total Gas,88,1000000,8.19,India
Mitra Keluarga,87.93,1000000,0.18,Indonesia
Owens & Minor,87.92,1000000,19.34,USA
International General Insurance,87.76,1000000,8.75,Jordan
Apollo Medical Holdings,87.75,1000000,31.12,USA
Ramco Cements,87.7,1000000,11.52,India
Mixi,87.68,1000000,19.86,Japan
Mercantile Bank,87.6,1000000,29.46,USA
"Sturm, Ruger & Co",87.44,1000000,51.67,USA
Flushing Financial Corp,87.17,1000000,14.24,USA
Stillfront Group,86.99,1000000,1.59,Sweden
The RMR Group,86.96,1000000,23.75,USA
Marcus & Millichap,86.78,1000000,32.56,USA
Raymond,86.78,1000000,21.06,India
MetroCity Bankshares,86.76,1000000,18.60,USA
Chartwell Retirement Residences,86.55,1000000,6.97,Canada
Dufry,86.55,1000000,45.60,Switzerland
Washington Trust Bancorp,86.35,1000000,28.05,USA
Benchmark Electronics,86.23,1000000,25.28,USA
America's Car-Mart,86.22,1000000,95.40,USA
Alaska Airlines,86,1000000,50.42,USA
Unitil Corporation,86,1000000,53.56,USA
Denny's,85.89,1000000,11.90,USA
Atul,85.89,1000000,86.21,India
KEC International,85.87,1000000,6.72,India
RBB Bancorp,85.86,1000000,12.89,USA
Monro,85.71,1000000,39.50,USA
St. Joe Company,85.64,1000000,45.49,USA
CCC Intelligent Solutions,85.63,1000000,10.90,USA
Piedmont Office Realty Trust,85.5,1000000,7.10,USA
Getty Realty,85.37,1000000,34.99,USA
Tokmanni,85.22,1000000,13.36,Finland
Bilfinger,85.11,1000000,35.12,Germany
Marvell Technology Group,85.1,1000000,61.12,USA
Oppenheimer Holdings,84.86,1000000,40.05,USA
International Money Express,84.63,1000000,24.63,USA
Westshore Terminals Investment,84.58,1000000,23.62,Canada
RenaissanceRe,84.54,1000000,191.83,Bermuda
WisdomTree,84.54,1000000,6.97,USA
Korea Aerospace Industries,84.36,1000000,42.50,S. Korea
RGP,84.19,1000000,16.01,USA
TripAdvisor,84,1000000,16.78,USA
PennyMac Mortgage Investment Trust,83.83,1000000,13.29,USA
Aarti Industries,83.81,1000000,6.34,India
Electrosteel Castings,83.76,1000000,0.70,India
Bharat Dynamics,83.7,1000000,14.39,India
Pure Storage,83.51,1000000,37.74,USA
Hartalega,83.47,1000000,0.45,Malaysia
SunPower,83.27,1000000,11.00,USA
Blue Owl Capital,83.26,1000000,11.55,USA
Samyang Foods,82.97,1000000,89.96,S. Korea
Fenix Outdoor,82.9,1000000,73.09,Switzerland
Camtek,82.9,1000000,32.63,Israel
Zalando,82.88,1000000,29.19,Germany
Carpenter Technology,82.8,1000000,51.95,USA
Digital Turbine,82.27,1000000,9.30,USA
GAMCO Investors,82.19,1000000,18.84,USA
Vivid Seats,82.04,1000000,7.53,USA
Emami,81.9,1000000,4.92,India
Convatec Group,81.9,1000000,2.66,UK
CEWE,81.87,1000000,93.72,Germany
Northfield Bancorp,81.62,1000000,11.33,USA
Banco de Brasília,81.6,1000000,3.53,Brazil
Sumitomo Chemical India,81.36,1000000,5.07,India
Green Dot,81.32,1000000,19.44,USA
RPT Realty,81.31,1000000,10.22,USA
Eurobio Scientific,81.22,1000000,16.01,France
Nürnberger Versicherung,81.12,1000000,79.92,Germany
Trident,81.03,1000000,0.41,India
Nicolet Bankshares,80.76,1000000,73.04,USA
Ecovyst,80.6,1000000,10.50,USA
First Financial,80.59,1000000,34.30,USA
AMTD IDEA Group,80.58,1000000,1.67,Hong Kong
Precinct Properties,80.49,1000000,0.78,New Zealand
Caverion,80.4,1000000,9.31,Finland
Easterly Government Properties,80.22,1000000,14.83,USA
Smith & Wesson,80.15,1000000,11.93,USA
Paradox Interactive,80.06,1000000,25.52,Sweden
CTS Corporation,80.04,1000000,44.36,USA
Cleanaway Waste Management,80.01,1000000,1.91,Australia
Steelcase,80,1000000,7.36,USA
Dis-Chem Pharmacies,79.93,1000000,1.32,South Africa
Navios Maritime Holdings,79.89,1000000,1.65,Monaco
CNB Financial Corp,79.87,1000000,18.64,USA
SMA Solar Technology,79.84,1000000,97.05,Germany
Maytronics,79.71,1000000,13.78,Israel
Hawkins,79.5,1000000,48.92,USA
Yalla Group,79.01,1000000,4.36,eu UAE
I-Mab Biopharma,78.91,1000000,3.06,China
J.Jill,78.73,1000000,20.32,USA
Origin Materials,78.56,1000000,4.39,USA
Myers Industries,78.49,1000000,20.07,USA
Semtech,78.46,1000000,22.60,USA
Thermax,78.44,1000000,29.20,India
Nerolac Paints,78.35,1000000,5.53,India
The First Bancshares,78.35,1000000,27.55,USA
Syngene International,78.29,1000000,9.06,India
Evoqua Water Technologies,78.29,1000000,49.88,USA
Iridium Communications,78.24,1000000,60.31,USA
NETSCOUT,78.17,1000000,29.51,USA
Integer Holdings,78,1000000,85.59,USA
Astral Poly Technik,77.95,1000000,23.92,India
Orla Mining,77.53,1000000,3.96,Canada
Andlauer Healthcare Group,77.5,1000000,33.66,Canada
Voltalia,77.49,1000000,17.08,France
Endurance Technologies,77.32,1000000,18.90,India
Yuhan,77.31,1000000,46.12,S. Korea
TimkenSteel,77.3,1000000,19.21,USA
NACCO Industries,77.14,1000000,33.73,USA
Viad,77.14,1000000,24.33,USA
Kimball Electronics,76.85,1000000,27.27,USA
Dundee Precious Metals,76.55,1000000,6.84,Canada
AmRest,76.5,1000000,5.84,Spain
Harmonic Drive Systems,76.41,1000000,33.71,Japan
Nordic Paper,76.03,1000000,2.93,Sweden
Kaixin Auto,75.86,1000000,0.32,China
Tallink Grupp,75.81,1000000,0.60,eu Estonia
IDT Corporation,75.63,1000000,25.95,USA
HBT Financial,75.52,1000000,19.33,USA
Altus Power,75.4,1000000,5.28,USA
DoubleVerify,75.39,1000000,37.19,USA
Iguatemi,75.36,1000000,0.58,Brazil
InvenTrust Properties,75.34,1000000,23.43,USA
Ichor Systems,75.33,1000000,37.21,USA
Centrus Energy,75.2,1000000,35.40,USA
WD-40 Company,75.14,1000000,201.11,USA
RadNet,74.93,1000000,31.38,USA
Sparkassen Immobilien,74.89,1000000,13.64,Austria
Blue Star,74.84,1000000,18.67,India
Life Time Group,74.54,1000000,19.86,USA
Riverstone Holdings,74.54,1000000,0.45,Singapore
Ratnamani Metals & Tubes,74.49,1000000,28.42,India
Varex Imaging,74.4,1000000,22.94,USA
Tradegate Exchange,74.24,1000000,119.33,Germany
ZipRecruiter,74.08,1000000,16.38,USA
Copenhagen Airport,74.04,1000000,892.99,Denmark
Modern Times Group (MTG),74.01,1000000,5.97,Sweden
Cancom,73.97,1000000,30.37,Germany
MBM Resources,73.85,1000000,0.76,Malaysia
Pkp Cargo,73.57,1000000,4.32,Poland
PCBL Limited,73.1,1000000,1.96,India
Keywords Studios,72.8,1000000,24.80,Ireland
IES Holdings,72.71,1000000,53.27,USA
BioMarin Pharmaceutical,72.14,1000000,96.29,USA
3M India,72.03,1000000,340.90,India
Camden National Bank,71.97,1000000,32.93,USA
MTY Food Group,71.85,1000000,44.25,Canada
Procter & Gamble India,71.78,1000000,170.23,India
KAR Auction Services,71.7,1000000,15.39,USA
SPS Commerce,71.4,1000000,184.70,USA
Aedas Homes,71.38,1000000,17.41,Spain
SPX Corporation,71.2,1000000,83.49,USA
Carborundum Universal,71.16,1000000,15.03,India
Bel Fuse,71.16,1000000,58.32,USA
Palomar Holdings,71.09,1000000,56.11,USA
Munters Group AB,71.07,1000000,11.69,Sweden
Tunas Ridean,71,1000000,0.10,Indonesia
CI&T,70.98,1000000,6.19,Brazil
Bridgewater Bancshares,70.85,1000000,10.32,USA
Cambridge Bancorp,70.77,1000000,59.71,USA
Vedant Fashions,70.7,1000000,16.64,India
Scholastic,70.5,1000000,39.23,USA
Shikun & Binui,70.47,1000000,2.43,Israel
Summit Financial Group,70.03,1000000,21.25,USA
Nuvei,70,1000000,28.79,Canada
Century Casinos,69.92,1000000,7.03,USA
Clearfield,69.9,1000000,49.64,USA
RLJ Lodging Trust,69.86,1000000,10.12,USA
Bavarian Nordic,69.79,1000000,31.27,Denmark
TANLA,69.79,1000000,12.10,India
First Advantage,69.73,1000000,14.13,USA
Kyokuyo,69.72,1000000,25.98,Japan
SpartanNash,69.7,1000000,21.32,USA
Morningstar,69.7,1000000,206.03,USA
Thryv,69.65,1000000,25.23,USA
Eagle Pharmaceuticals,69.54,1000000,18.87,USA
ALK-Abelló,69.26,1000000,13.09,Denmark
Yelp,68.93,1000000,36.41,USA
Tokyu,68.69,1000000,12.42,Japan
Enghouse Systems,68.58,1000000,24.58,Canada
Extreme Networks,68.56,1000000,24.89,USA
CIRCOR International,68.55,1000000,47.70,USA
Rottneros,68.07,1000000,1.13,Sweden
Trent Limited,67.9,1000000,20.92,India
Telia Lietuva,67.86,1000000,2.04,eu Lithuania
Honeywell Automation India,67.83,1000000,513.11,India
Five Star Bancorp,67.83,1000000,23.26,USA
PolyPeptide Group,67.77,1000000,25.00,Switzerland
AMERISAFE,67.75,1000000,53.25,USA
Norma Group,67.55,1000000,19.22,Germany
Amerant Bancorp,67.54,1000000,19.68,USA
Cars.com,67.51,1000000,19.00,USA
Truecaller,67.42,1000000,2.77,Sweden
Financial Institutions,67.4,1000000,16.49,USA
Aktia Bank,67.31,1000000,10.71,Finland
Kainos Group,67.31,1000000,18.10,UK
Sun Country Airlines,67.24,1000000,19.99,USA
Sanoma,67.23,1000000,7.93,Finland
Abercrombie & Fitch,67.01,1000000,36.08,USA
Nexi,66.96,1000000,8.01,Italy
BrightView,66.9,1000000,7.09,USA
New Work,66.81,1000000,129.19,Germany
Nam Tai Property,66.79,1000000,5.80,China
SIG Combibloc,66.65,1000000,28.21,Switzerland
HomeStreet Bank,66.51,1000000,6.56,USA
Revolve,66.49,1000000,16.23,USA
BRT Apartments,66.43,1000000,19.89,USA
Kirloskar Ferrous Industries,66.4,1000000,5.99,India
Bata India,66.35,1000000,19.72,India
Sapiens,66.35,1000000,27.42,Israel
Select Energy Services,66.12,1000000,8.03,USA
Chorus,65.98,1000000,5.34,New Zealand
DXP Enterprises,65.9,1000000,35.95,USA
Equity BancShares,65.86,1000000,25.69,USA
Haynes International,65.66,1000000,51.55,USA
Saul Centers,65.56,1000000,37.53,USA
HireRight,65.52,1000000,11.22,USA
Taro Pharmaceutical,65.43,1000000,40.64,Israel
UFP Technologies,65.4,1000000,186.02,USA
AJ Bell,65.24,1000000,4.24,UK
Amadeus FiRe AG,65.23,1000000,130.50,Germany
Arqit Quantum,65.07,1000000,1.48,UK
Celulosa Argentina,65.05,1000000,1.04,ar Argentina
Qatar Insurance Company,65,1000000,0.65,eu Qatar
RXO,65,1000000,22.35,USA
Elgi Equipments,64.92,1000000,6.52,India
Hallador Energy Company,64.83,1000000,8.26,USA
Addus HomeCare,64.67,1000000,91.81,USA
Timken India,64.58,1000000,42.68,India
Alarm.com,64.52,1000000,50.80,USA
Canada Goose,64.38,1000000,17.12,Canada
Diamond Hill Investment Group,64.33,1000000,178.18,USA
e.l.f. Cosmetics,64.07,1000000,104.08,USA
North American Construction Group,63.62,1000000,19.54,Canada
DIC Asset,63.47,1000000,6.10,Germany
Sleep Number,63.43,1000000,21.64,USA
Seneca Foods,63.29,1000000,42.69,USA
HYBE,63.25,1000000,234.16,S. Korea
Tiptree,63.13,1000000,13.76,USA
iQIYI,63.03,1000000,5.50,China
American Assets Trust,63.02,1000000,19.70,USA
CenturyPly,62.98,1000000,7.65,India
Strategic Education,62.95,1000000,74.97,USA
Arvind,62.91,1000000,1.61,India
Arrow Financial,62.91,1000000,21.31,USA
Galaxy Surfactants,62.89,1000000,35.16,India
Enhabit,62.8,1000000,12.36,USA
Yonyou,62.72,1000000,3.05,China
SP Plus Corporation,62.7,1000000,37.51,USA
