Name,Earnings,Market Cap,Revenue,Share Price,Country
Axfood,280000000,4890000000,7240000000,22.69,Sweden
Axalta,280000000,7190000000,4990000000,32.46,USA
Highwoods Properties,280000000,2520000000,830000000,22.89,USA
Heartland Financial USA,280000000,1290000000,730000000,30.52,USA
Sanwa Holdings,270000000,2870000000,3840000000,13.01,Japan
Premier,270000000,3330000000,1330000000,27.99,USA
Mphasis,270000000,4270000000,1690000000,22.7,India
CropEnergies,270000000,980000000,1540000000,11.32,Germany
MINISO Group,270000000,5560000000,1520000000,17.55,China
First Financial Bankshares,270000000,4280000000,510000000,30.02,USA
First Financial Bank,270000000,2060000000,770000000,21.73,USA
Flowers Foods,270000000,5270000000,4900000000,24.92,USA
MP Materials,270000000,4040000000,450000000,22.77,USA
ALSOK,270000000,2890000000,3630000000,28.42,Japan
TAV Airports Holding,270000000,1320000000,1200000000,3.65,Turkey
The Foschini Group,270000000,1660000000,2990000000,5.17,South Africa
Spin Master,270000000,2770000000,1860000000,26.72,Canada
Varun Beverages,270000000,6510000000,1750000000,10.02,India
MMTC,270000000,590000000,570000000,0.39,India
Comfort Systems,270000000,5770000000,4420000000,161.58,USA
Mediclinic International,270000000,4830000000,4240000000,6.49,South Africa
RioCan REIT,270000000,4440000000,890000000,14.79,Canada
Formula Systems,270000000,1200000000,2570000000,76,Israel
Himax,270000000,1310000000,1200000000,7.52,Taiwan
Moncler,270000000,19770000000,970000000,73.55,Italy
TietoEVRY,270000000,3480000000,3080000000,29.45,Finland
First Merchants Corporation,270000000,1710000000,660000000,28.75,USA
Aedifica,270000000,2910000000,300000000,72.48,Belgium
Krones,270000000,3920000000,4490000000,124.26,Germany
Reliance Power,270000000,730000000,920000000,0.2,India
Siemens India,270000000,16480000000,2150000000,46.3,India
Blackstone Mortgage Trust,270000000,3450000000,660000000,20.06,USA
Air Transport Services Group,270000000,1370000000,2060000000,19.25,USA
REN (Redes Energéticas Nacionais),270000000,1850000000,840000000,2.78,Portugal
LCI Industries,270000000,3060000000,4530000000,121.09,USA
Santam,270000000,1770000000,1930000000,16.13,South Africa
Royal Gold,270000000,7720000000,610000000,117.61,USA
SAAB AB,270000000,7470000000,4030000000,56.32,Sweden
Cochlear,270000000,10820000000,1130000000,164.36,Australia
Virtus Investment Partners,270000000,1540000000,820000000,211.66,USA
LSB Industries,270000000,780000000,880000000,10.33,USA
Rational AG,270000000,48530000000,1130000000,691.92,Germany
Atlantic Union Bankshares,260000000,2170000000,690000000,29.01,USA
MONETA Money Bank,260000000,1880000000,510000000,3.69,Czech Republic
Enterprise Financial Services Corp,260000000,1570000000,550000000,42.11,USA
AAK,260000000,4900000000,4890000000,18.88,Sweden
SiteOne Landscape Supply,260000000,7140000000,4040000000,158.79,USA
Telus International,260000000,4230000000,2550000000,15.44,Canada
ONE Gas,260000000,4330000000,2630000000,78.25,USA
Dycom Industries,260000000,3090000000,3970000000,105.69,USA
Hanmi Pharmaceutical,260000000,1850000000,820000000,27.31,S. Korea
BancFirst,260000000,3080000000,590000000,93.66,USA
CyberAgent,260000000,3830000000,5230000000,7.59,Japan
Taisho Pharmaceutical,260000000,3140000000,2220000000,38.42,Japan
Embecta,260000000,1430000000,1110000000,24.99,USA
Coupang,260000000,30730000000,21260000000,17.28,S. Korea
CapitaLand Mall Trust,260000000,10000000000,540000000,1.5,Singapore
GMO Payment Gateway,260000000,6250000000,400000000,82.5,Japan
Hope Bancorp,260000000,1060000000,620000000,8.88,USA
De' Longhi,260000000,3150000000,3330000000,21.01,Italy
SJVN,260000000,1860000000,360000000,0.47,India
Icade,260000000,3460000000,1940000000,44.76,France
Dermapharm,260000000,2810000000,1110000000,51.04,Germany
Teekay Tankers,260000000,1280000000,1060000000,37.88,Canada
Scandinavian Tobacco Group,260000000,1440000000,1250000000,16.68,Denmark
Apollo Commercial Real Estate,260000000,1590000000,360000000,11.31,USA
Sonic Automotive,260000000,1580000000,14180000000,44.81,USA
Laboratorios Farmaceuticos Rovi,260000000,2420000000,850000000,46.27,Spain
Dah Sing Financial,260000000,810000000,760000000,2.54,Hong Kong
Mediaset España Comunicación,260000000,990000000,950000000,3.16,Spain
Encore Capital Group,260000000,1140000000,1210000000,48.81,USA
Customers Bancorp,260000000,910000000,610000000,29.4,USA
Ninety One Group,260000000,2040000000,920000000,2.26,South Africa
Inter Cars,260000000,1770000000,3610000000,125.15,Poland
ALS Global,260000000,3890000000,1530000000,8.05,Australia
Cable One,260000000,3830000000,1700000000,675.64,USA
Sitio Royalties,260000000,4140000000,450000000,26.72,USA
U.S. Silica,260000000,950000000,1660000000,12.45,USA
Armstrong World Industries,260000000,3170000000,1260000000,70.32,USA
Kohl's,260000000,2550000000,17950000000,23.07,USA
Ironwood Pharmaceuticals,260000000,1700000000,410000000,10.98,USA
BellRing Brands,260000000,4770000000,1490000000,35.96,USA
Ryman Hospitality Properties,260000000,5570000000,1990000000,93.48,USA
Stantec,260000000,7080000000,4400000000,63.73,Canada
Dave & Buster's,260000000,1720000000,1960000000,40.15,USA
AMD,260000000,1.9337E+11,23060000000,120.08,USA
BE Semiconductor,260000000,8320000000,680000000,108.56,Netherlands
Mankind Pharma,260000000,7930000000,1020000000,19.82,India
KWS,260000000,2080000000,1950000000,63.28,Germany
Zurich Airport,260000000,6180000000,1100000000,201.45,Switzerland
Stella-Jones,250000000,2840000000,2330000000,48.82,Canada
Wärtsilä,250000000,7010000000,6370000000,11.92,Finland
ICICI Lombard,250000000,7520000000,2190000000,15.31,India
Jarir,250000000,5330000000,2610000000,4.44,S. Arabia
IIFL Finance,250000000,2380000000,520000000,6.26,India
SolarEdge,250000000,15590000000,3390000000,276.7,Israel
Alfamart,250000000,7170000000,6610000000,0.17,Indonesia
Enerjisa Enerji,250000000,1580000000,5210000000,1.34,Turkey
Dunelm Group,250000000,2920000000,1910000000,14.5,UK
Hornbach Holding,250000000,1220000000,6520000000,76.86,Germany
Office Depot,250000000,1610000000,8490000000,41.75,USA
AirTAC International,250000000,6950000000,860000000,33.63,Taiwan
Royal Unibrew,250000000,4630000000,1610000000,93.47,Denmark
Universal Display Corporation,250000000,6780000000,590000000,143.37,USA
Globus Medical,250000000,5990000000,1060000000,58.63,USA
Gran Tierra Energy,250000000,200000000,680000000,5.48,Canada
Jupiter Fund Management,250000000,760000000,830000000,1.39,UK
EFG International,250000000,3130000000,1370000000,10.33,Switzerland
Treasury Wine Estates,250000000,5660000000,1700000000,7.85,Australia
Hostess Brands,250000000,3450000000,1370000000,25.98,USA
Evertec,250000000,2340000000,620000000,36.03,USA
Banner Bank,250000000,1590000000,640000000,46.44,USA
Yiren Digital,250000000,230000000,620000000,2.66,China
OFG Bancorp,250000000,1270000000,640000000,26.84,USA
OC Oerlikon,250000000,1670000000,2890000000,5.15,Switzerland
Compagnie Plastic Omnium,250000000,2620000000,9140000000,18.25,France
Gujarat Gas,250000000,4020000000,2060000000,5.84,India
Integra LifeSciences,250000000,3390000000,1560000000,41.44,USA
Redington India,250000000,1790000000,9360000000,2.28,India
Cargojet,250000000,1290000000,730000000,75.07,Canada
Cipla,250000000,9910000000,1420000000,12.28,India
Patterson Companies,250000000,2780000000,6380000000,28.5,USA
Metcash,250000000,2400000000,10710000000,2.49,Australia
Topgolf Callaway Brands,250000000,3610000000,4120000000,19.46,USA
Olaplex,250000000,2390000000,630000000,3.66,USA
Forward Air,250000000,2710000000,1930000000,104.54,USA
Fabrinet,250000000,4680000000,2570000000,129,Cayman Islands
Bonheur ASA,250000000,1120000000,1170000000,26.46,Norway
Dah Sing Banking Group,250000000,1020000000,680000000,0.73,Hong Kong
Commercial Bank of Kuwait,250000000,3080000000,450000000,"1,629",eu Kuwait
Urban Outfitters,250000000,2990000000,4850000000,32.3,USA
Husqvarna,250000000,4780000000,5290000000,8.38,Sweden
Bakkafrost,250000000,3960000000,1060000000,67.03,Denmark
SpareBank 1,250000000,1410000000,430000000,12.24,Norway
Lundin Gold,250000000,2850000000,850000000,12.05,Canada
Gibson Energy,250000000,2280000000,8010000000,16.03,Canada
InterDigital,250000000,2450000000,550000000,91.62,USA
SITE Centers,250000000,2790000000,550000000,13.36,USA
Teekay,250000000,570000000,1190000000,6.03,Canada
KCC Corp,250000000,1160000000,5220000000,158.99,S. Korea
Paramount Global,250000000,10700000000,30090000000,16.28,USA
Phoenix Mills,240000000,3500000000,320000000,19.3,India
Masonite,240000000,2180000000,2890000000,98.71,USA
Fresnillo,240000000,6160000000,2430000000,8.37,Mexico
Emmi AG,240000000,5280000000,4570000000,987.61,Switzerland
World Wrestling Entertainment,240000000,7650000000,1250000000,102.72,USA
Avista,240000000,3050000000,1720000000,40.38,USA
Wendy’s Company,240000000,4730000000,2130000000,22.47,USA
Hays plc,240000000,2090000000,7990000000,1.32,UK
Douglas Emmett,240000000,2580000000,1000000000,12.76,USA
Savills,240000000,1630000000,2890000000,11.24,UK
Oberoi Realty,240000000,4500000000,420000000,12.38,India
Burgan Bank,240000000,2210000000,750000000,641.69,eu Kuwait
Franklin Electric,240000000,4640000000,2070000000,100.53,USA
Mapletree Commercial Trust,240000000,6740000000,420000000,1.29,Singapore
Dynavax Technologies,240000000,1660000000,650000000,12.97,USA
Beazer Homes USA,240000000,690000000,2340000000,22.31,USA
CoreCivic,240000000,1050000000,1850000000,9.3,USA
ChampionX,240000000,5600000000,3880000000,28.32,USA
Cousins Properties,240000000,3370000000,770000000,22.26,USA
COSMOS Pharmaceutical,240000000,3950000000,5930000000,99.96,Japan
Kirby Corporation,240000000,4470000000,2920000000,74.55,USA
Arcos Dorados Holdings,240000000,1910000000,3810000000,9.09,Uruguay
Falabella,240000000,5950000000,13680000000,2.38,Chile
Clairvest Group,240000000,930000000,290000000,62.02,Canada
Multiplan Empreendimentos Imobiliários,240000000,3220000000,350000000,5.51,Brazil
Noble Corporation,240000000,5350000000,1740000000,38.66,UK
Wynn Resorts,240000000,11800000000,4220000000,103.73,USA
HelloFresh,240000000,3570000000,8010000000,20.28,Germany
Glanbia plc,240000000,3930000000,6040000000,14.66,Ireland
Hamilton Lane,240000000,4200000000,510000000,77.87,USA
FTAI Aviation,240000000,2940000000,970000000,29.56,USA
Topdanmark,240000000,4520000000,1240000000,51.08,Denmark
Hamburger Hafen,230000000,950000000,1660000000,13.03,Germany
Freedom Holding,230000000,4870000000,600000000,81.92,eu Kazakhstan
Indraprastha Gas,230000000,3980000000,1650000000,5.7,India
Serco Group,230000000,1990000000,5490000000,1.8,UK
A. O. Smith,230000000,10680000000,3740000000,71,USA
Bluelinx,230000000,830000000,3940000000,91.44,USA
MarineMax,230000000,680000000,2300000000,31.17,USA
La-Z-Boy,230000000,1170000000,2470000000,27.19,USA
TVS Motor,230000000,7840000000,3930000000,16.51,India
Orica,230000000,4780000000,4640000000,10.54,Australia
QinetiQ,230000000,2650000000,1950000000,4.59,UK
Grand Canyon Education,230000000,3160000000,910000000,102.97,USA
ASUS,230000000,7740000000,16670000000,10.33,Taiwan
American Axle & Manufacturing,230000000,940000000,5860000000,8.09,USA
American Eagle Outfitters,230000000,2310000000,5010000000,11.74,USA
Pactiv Evergreen,230000000,1330000000,6150000000,7.48,USA
OZ Minerals,230000000,6540000000,1310000000,19.4,Australia
Loomis AB,230000000,2080000000,2430000000,29.41,Sweden
Siegfried Holding,230000000,3550000000,1330000000,845.08,Switzerland
Holly Energy Partners,230000000,2310000000,570000000,18.34,USA
Embracer Group,230000000,3230000000,3230000000,2.57,Sweden
Provident Financial Services,230000000,1350000000,520000000,17.94,USA
Eurocommercial Properties,230000000,1260000000,250000000,23.23,Netherlands
PageGroup,230000000,1720000000,2410000000,5.24,UK
Jungheinrich,230000000,3740000000,3040000000,36.35,Germany
H.B. Fuller,230000000,3590000000,3700000000,66.81,USA
Seek Limited,230000000,5420000000,760000000,15.24,Australia
Bank of N. T. Butterfield & Son,230000000,1390000000,570000000,27.99,Bermuda
Advanced Energy,230000000,4030000000,1870000000,107.59,USA
Maximus,230000000,5200000000,4750000000,85.69,USA
WesBanco,230000000,1570000000,600000000,26.55,USA
Sun Communities,230000000,17460000000,3030000000,134.87,USA
Kulicke and Soffa Industries,230000000,3280000000,1000000000,58.14,Singapore
McDonald's Japan,230000000,5430000000,2640000000,40.84,Japan
St. Galler Kantonalbank,230000000,3260000000,530000000,546.55,Switzerland
Fox Factory Holding,230000000,4080000000,1620000000,96.48,USA
Vertiv Holdings,230000000,8550000000,6050000000,22.54,USA
Sweco,230000000,4170000000,2410000000,11.74,Sweden
Lawson,230000000,4430000000,6980000000,44.33,Japan
Hikma Pharmaceuticals,230000000,5440000000,2510000000,24.66,UK
Hualan Biological Engineering,230000000,5700000000,690000000,3.13,China
BOSCH India,230000000,6830000000,1830000000,231.85,India
GMR Group,230000000,3190000000,710000000,0.53,India
Triumph Group,230000000,790000000,1370000000,12.15,USA
Tower Bersama Infrastructure,230000000,3070000000,420000000,0.14,Indonesia
Jindal Stainless (Hisar),230000000,1640000000,1970000000,6.96,India
Sandy Spring Bank,230000000,1110000000,480000000,24.88,USA
Photronics,230000000,1460000000,840000000,23.38,USA
Boot Barn Holdings,230000000,2300000000,1650000000,77.02,USA
Japan Real Estate Investment,230000000,5320000000,510000000,"3,842",Japan
Kinsale Capital Group,230000000,8230000000,890000000,355.55,USA
Genesis Energy,230000000,1780000000,1760000000,1.68,New Zealand
Great Portland Estates,230000000,1480000000,110000000,5.83,UK
Interparfums,230000000,4410000000,1140000000,137.79,USA
Steve Madden,230000000,2590000000,2020000000,34.12,USA
Compañía Cervecerías Unidas,230000000,2940000000,3140000000,15.92,Chile
Nippon Shinyaku,220000000,3100000000,1050000000,46.09,Japan
New Hope Liuhe,220000000,7640000000,21130000000,1.68,China
Peab,220000000,1170000000,5960000000,4.08,Sweden
Emperador Brandy,220000000,6100000000,1160000000,0.39,Philippines
InPost,220000000,5410000000,1670000000,10.46,Luxembourg
AU Small Finance Bank,220000000,6330000000,670000000,9.5,India
National Aluminum & Alloy,220000000,1900000000,1750000000,1.04,India
Bombay Burmah,220000000,890000000,2000000000,12.89,India
Malibu Boats,220000000,1190000000,1360000000,57.82,USA
Cembra Money Bank,220000000,2330000000,550000000,79.68,Switzerland
Terreno Realty,220000000,4910000000,280000000,59.05,USA
Agree Realty,220000000,6150000000,470000000,65.84,USA
OYAK Çimento,220000000,2020000000,820000000,1.75,Turkey
East Japan Railway,220000000,21010000000,16680000000,55.71,Japan
Artis REIT,220000000,610000000,290000000,5.45,Canada
TowneBank,220000000,1890000000,700000000,25.27,USA
Soitec,220000000,5940000000,960000000,167.18,France
Caleres,220000000,890000000,2960000000,24.68,USA
Renasant Corp,220000000,1650000000,660000000,29.48,USA
Laureate Education,220000000,1840000000,1280000000,11.76,USA
Premium Brands,220000000,3390000000,4630000000,76,Canada
Halozyme Therapeutics,220000000,4600000000,700000000,34.98,USA
Broadstone Net Lease,220000000,3230000000,430000000,16.37,USA
Federal Agricultural Mortgage,220000000,1570000000,300000000,148.5,USA
Argo Investments,220000000,4520000000,220000000,5.99,Australia
TechnipFMC,220000000,6490000000,6860000000,14.72,UK
ERG,220000000,4370000000,750000000,29.28,Italy
Focus Financial Partners,220000000,3450000000,2160000000,52.39,USA
Trex,220000000,6350000000,1000000000,58.43,USA
Cross Country Healthcare,220000000,1000000000,2640000000,28.06,USA
Deutsche Pfandbriefbank,220000000,990000000,560000000,7.39,Germany
Dürr,220000000,2370000000,4630000000,34.22,Germany
Nanya Technology,220000000,7930000000,1420000000,2.56,Taiwan
Nemetschek,220000000,9170000000,840000000,78.87,Germany
Cardinal Energy,220000000,810000000,560000000,5.17,Canada
Ottogi,220000000,1300000000,2450000000,347.5,S. Korea
Formula One Group,220000000,18080000000,2200000000,78.09,USA
Apple Hospitality REIT,220000000,3460000000,1280000000,15.14,USA
Westports,220000000,2720000000,460000000,0.8,Malaysia
SIG (Semen Indonesia),220000000,2710000000,2450000000,0.4,Indonesia
Liberty Global,220000000,7630000000,7210000000,16.62,UK
Plexus,220000000,2650000000,4260000000,96.16,USA
Woodward,220000000,6850000000,2590000000,114.24,USA
Technoprobe,220000000,4800000000,580000000,7.93,Italy
Hersha Hospitality Trust,220000000,250000000,390000000,6.06,USA
Universal Logistics Holdings,220000000,760000000,1920000000,29.27,USA
Piramal Enterprises,220000000,2270000000,950000000,9.55,India
Tata Consumer Products,220000000,9780000000,1690000000,10.53,India
Patanjali Foods,220000000,5050000000,3590000000,13.97,India
GungHo Online Entertainment,220000000,1250000000,760000000,21,Japan
Gujarat Fluorochemicals,210000000,4250000000,690000000,38.72,India
ASICS Corporation,210000000,5820000000,3700000000,31.81,Japan
International Games System,210000000,2790000000,400000000,19.85,Taiwan
Allreal Holding,210000000,2860000000,540000000,173.51,Switzerland
Gulf Bank,210000000,2880000000,600000000,859.93,eu Kuwait
Brady,210000000,2410000000,1300000000,48.87,USA
Oxford Industries,210000000,1550000000,1410000000,99.01,USA
Option Care Health,210000000,5520000000,4040000000,30.69,USA
Bloomin' Brands,210000000,2310000000,4520000000,26.51,USA
MillerKnoll,210000000,1100000000,4230000000,14.62,USA
Orion Engineered Carbons,210000000,1340000000,2040000000,22.79,USA
Chambal Fertilisers,210000000,1410000000,3410000000,3.4,India
Tiger Brands,210000000,1590000000,1890000000,9.38,South Africa
Axcelis Technologies,210000000,5530000000,970000000,169.08,USA
Wabash National,210000000,1270000000,2570000000,26.82,USA
Titan International,210000000,720000000,2160000000,11.54,USA
Altri,210000000,960000000,1100000000,4.69,Portugal
PotlatchDeltic,210000000,4140000000,1170000000,51.9,USA
Shree Cement,210000000,11540000000,2190000000,319.94,India
Galenica,210000000,4010000000,4340000000,80.52,Switzerland
Riley Permian,210000000,750000000,320000000,37.47,USA
Arion banki,210000000,1350000000,420000000,0.94,Iceland
Citizen Watch,210000000,1700000000,2220000000,6.14,Japan
Ubisoft,210000000,3720000000,2370000000,29.13,France
Mabanee Company,210000000,3610000000,380000000,"2,746",eu Kuwait
Onto Innovation,210000000,5110000000,960000000,104.5,USA
Dime Community Bancshares,210000000,710000000,410000000,18.48,USA
Marico,210000000,8650000000,1200000000,6.69,India
Clicks Group,210000000,3560000000,2330000000,14.74,South Africa
Eagle Bulk Shipping,210000000,620000000,640000000,45.31,USA
Kosé,210000000,5950000000,2060000000,104.31,Japan
Geo Group,210000000,930000000,2430000000,7.42,USA
Super Group,210000000,1860000000,1360000000,3.75,Guernsey
Neoen,210000000,3950000000,530000000,31.99,France
Scout24,210000000,4770000000,450000000,64.88,Germany
Distell Group,210000000,2350000000,2100000000,10.71,South Africa
Reliance Infrastructure,210000000,650000000,2610000000,1.85,India
EXL Service,210000000,5040000000,1480000000,151.67,USA
Aktieselskabet Schouw & Co.,210000000,1890000000,4920000000,80.34,Denmark
Amplify Energy,210000000,260000000,420000000,6.71,USA
Ritchie Bros. Auctioneers,210000000,10390000000,1850000000,57.09,Canada
Pidilite,210000000,16730000000,1450000000,32.93,India
Helen of Troy,210000000,2340000000,2070000000,97.68,USA
Ahli Bank,210000000,2770000000,410000000,1.09,eu Qatar
AMEC,210000000,14750000000,720000000,23.87,China
LXI REIT,210000000,2090000000,210000000,1.22,UK
Nomura Real Estate Master Fund,210000000,5420000000,550000000,"1,147",Japan
Allegro MicroSystems,210000000,7700000000,970000000,40.16,USA
Guess,210000000,1100000000,2680000000,20.57,USA
Endeavour Mining,210000000,6450000000,2410000000,25.62,UK
SBI Life Insurance,210000000,15650000000,9960000000,15.64,India
InMode,210000000,3070000000,470000000,36.99,Israel
Cohen & Steers,200000000,2990000000,530000000,61.06,USA
Walker & Dunlop,200000000,2650000000,1170000000,79.55,USA
Polycab India,200000000,6530000000,1730000000,43.63,India
Freehold Royalties,200000000,1520000000,290000000,10.14,Canada
Sunway,200000000,1690000000,1170000000,0.34,Malaysia
Tsakos Energy Navigation,200000000,550000000,860000000,18.66,Greece
Ansell,200000000,2290000000,1950000000,18.05,Australia
Kiwi Property,200000000,880000000,170000000,0.56,New Zealand
Arhaus,200000000,1240000000,1280000000,8.92,USA
Severn Trent,200000000,8710000000,2680000000,34.55,UK
Philip Morris ČR,200000000,2180000000,930000000,796.86,Czech Republic
KOBAYASHI Pharmaceutical,200000000,4440000000,1240000000,58.44,Japan
Globant,200000000,7800000000,1850000000,183.9,Luxembourg
First National Financial,200000000,1730000000,420000000,28.94,Canada
Future plc,200000000,1110000000,920000000,9.26,UK
Secure Energy Services,200000000,1380000000,6090000000,4.65,Canada
Stevanato,200000000,8560000000,1050000000,32.37,Italy
Meitetsu,200000000,3290000000,4040000000,16.7,Japan
Parsons,200000000,5010000000,4410000000,47.79,USA
Royal Boskalis Westminster,200000000,4560000000,3340000000,35.26,Netherlands
Beijer Ref,200000000,7530000000,2390000000,14.85,Sweden
Loma Negra,200000000,1550000000,810000000,6.53,ar Argentina
Ebro Foods,200000000,2750000000,3170000000,17.93,Spain
Kangwon Land,200000000,2810000000,1050000000,13.89,S. Korea
Central Garden & Pet,200000000,1990000000,3250000000,38.79,USA
Kunlun Tech,200000000,10370000000,700000000,8.73,China
Tyler Technologies,200000000,16510000000,1860000000,393.8,USA
Fisher & Paykel Healthcare,200000000,8880000000,990000000,15.33,New Zealand
Kingnet Network,200000000,5230000000,530000000,2.43,China
Berner Kantonalbank,200000000,2410000000,510000000,260.37,Switzerland
The Bancorp,200000000,1900000000,380000000,34.85,USA
Informa plc,200000000,13340000000,2740000000,9.35,UK
VIB Vermögen,200000000,540000000,110000000,16.38,Germany
Steadfast Group,200000000,4230000000,600000000,4.09,Australia
Formosa Petrochemical,200000000,26860000000,27720000000,2.82,Taiwan
CLP Group,200000000,18500000000,12900000000,7.33,Hong Kong
Ebos Group,200000000,4370000000,7400000000,22.83,New Zealand
Cyfrowy Polsat,200000000,2300000000,2590000000,4.19,Poland
Lattice Semiconductor,200000000,12200000000,690000000,88.66,USA
İsdemir,200000000,4190000000,3150000000,1.45,Turkey
Laurentian Bank of Canada,200000000,1090000000,780000000,25.16,Canada
CTS Eventim,200000000,6080000000,1130000000,63.39,Germany
Worley,200000000,5730000000,6670000000,10.91,Australia
Taiwan High Speed Rail,200000000,5960000000,1310000000,1.06,Taiwan
Österreichische Post,200000000,2400000000,2710000000,35.64,Austria
Asset World Corp,200000000,4510000000,320000000,0.14,Thailand
Vienna Airport,200000000,4310000000,790000000,50.14,Austria
Wacker Neuson,200000000,1710000000,2370000000,25.18,Germany
Cactus Wellhead,200000000,2620000000,770000000,40.73,USA
Koei Tecmo,200000000,5440000000,500000000,17.3,Japan
Cognex,200000000,9620000000,920000000,55.75,USA
Rashtriya Chemicals and Fertilizers,200000000,730000000,1610000000,1.33,India
Arctic Paper,200000000,340000000,1060000000,4.91,Poland
Hercules Capital,190000000,2100000000,280000000,14.77,USA
Kennametal,190000000,2310000000,2050000000,28.79,USA
OneWater Marine,190000000,520000000,1850000000,33.65,USA
TTM Technologies,190000000,1400000000,2450000000,13.66,USA
TAG Immobilien,190000000,1640000000,1000000000,9.27,Germany
FirstService,190000000,6430000000,3920000000,144.49,Canada
Flowserve,190000000,4790000000,3770000000,36.57,USA
Corporación Financiera Alba,190000000,3110000000,310000000,52.55,Spain
Tube Investments of India,190000000,7040000000,1770000000,36.48,India
Corporate Office Properties Trust,190000000,2760000000,710000000,24.18,USA
Minerals Technologies,190000000,1850000000,2150000000,56.95,USA
Balkrishna Industries,190000000,5580000000,1220000000,28.91,India
Aritzia,190000000,3010000000,1650000000,27.32,Canada
Mayora,190000000,4070000000,2080000000,0.18,Indonesia
Monotaro,190000000,6660000000,1710000000,13.4,Japan
Allegheny Technologies,190000000,5050000000,4040000000,39.29,USA
Punjab & Sind Bank,190000000,2580000000,480000000,0.38,India
Groupe Lagardère,190000000,3380000000,7470000000,24.09,France
Torrent Pharmaceuticals,190000000,7670000000,1140000000,22.68,India
Adient,190000000,3700000000,14740000000,39.17,Ireland
Games Workshop Group,190000000,4490000000,520000000,136.46,UK
Container Corporation of India,190000000,5060000000,1000000000,8.16,India
Repligen,190000000,8760000000,770000000,157.46,USA
Exelixis,190000000,6210000000,1660000000,19.09,USA
NW Natural,190000000,1520000000,1140000000,42.5,USA
OceanFirst Financial,190000000,980000000,430000000,16.54,USA
Clear Channel Outdoor,190000000,600000000,2480000000,1.26,USA
Mercer International,190000000,600000000,2210000000,9.17,Canada
Visteon,190000000,4240000000,3900000000,149.74,USA
Apollo Tyres,190000000,3190000000,2940000000,5.02,India
Britvic,190000000,2970000000,1800000000,11.4,UK
Empire State Realty Trust,190000000,1970000000,720000000,7.08,USA
Essential Properties Realty Trust,190000000,3680000000,300000000,24.67,USA
Indiabulls Housing Finance,190000000,650000000,370000000,1.38,India
Cummins India,190000000,6230000000,930000000,22.5,India
NorthWestern Corporation,190000000,3510000000,1530000000,58.73,USA
Petco,190000000,2290000000,6110000000,8.61,USA
Alamos Gold,190000000,4830000000,880000000,12.24,Canada
Acer,190000000,3260000000,8170000000,1.09,Taiwan
Valvoline,190000000,6040000000,1960000000,36.45,USA
TriCo Bancshares,190000000,1240000000,420000000,37.48,USA
Vtech,190000000,1550000000,2370000000,6.17,Hong Kong
Veritex Holdings,190000000,1080000000,450000000,20,USA
TKH Group,190000000,2080000000,1940000000,50.8,Netherlands
Pepco Group,190000000,5460000000,4530000000,9.51,UK
A-Mark Precious Metals,190000000,830000000,8040000000,35.98,USA
NetDragon Websoft,190000000,1020000000,1100000000,1.93,China
Apollo Hospitals,190000000,9120000000,1940000000,63.47,India
KRUK Spólka Akcyjna,190000000,1830000000,340000000,94.91,Poland
H&E Equipment Services,190000000,1590000000,1290000000,43.88,USA
Bentley Systems,190000000,15630000000,1130000000,53.29,USA
Kadokawa,190000000,3500000000,1900000000,24.95,Japan
Prosegur Cash,190000000,1000000000,1960000000,0.68,Spain
Adani Wilmar,190000000,6650000000,7150000000,5.12,India
Rexford Industrial,190000000,11100000000,670000000,53.72,USA
Workman,190000000,2950000000,940000000,36.21,Japan
BGF Retail,190000000,2630000000,5880000000,152.62,S. Korea
AdvanSix,190000000,980000000,1860000000,35.65,USA
Primary Health Properties,190000000,1710000000,300000000,1.28,UK
U.S. Cellular,190000000,1360000000,4140000000,16.17,USA
Beazley,190000000,4910000000,3440000000,7.31,UK
Société Foncière Lyonnaise,190000000,3240000000,210000000,75.76,France
Formosa Sumco Technology,190000000,2100000000,530000000,5.44,Taiwan
Dream Industrial REIT,190000000,2830000000,290000000,10.26,Canada
Westamerica Bancorporation,190000000,1110000000,280000000,41.73,USA
Heartland Express,190000000,1280000000,1140000000,16.29,USA
Mouwasat Medical Services Company,190000000,6810000000,640000000,68.14,S. Arabia
Nippon Prologis REIT,180000000,6000000000,430000000,"2,115",Japan
VZ Holding,180000000,3630000000,420000000,92.59,Switzerland
Universal Corporation,180000000,1240000000,2520000000,50.62,USA
Safe Bulkers,180000000,370000000,340000000,3.35,Monaco
Prosegur,180000000,960000000,4290000000,1.82,Spain
Altra Industrial Motion,180000000,4050000000,1940000000,61.98,USA
NBT Bancorp,180000000,1460000000,510000000,34.03,USA
TTEC,180000000,1650000000,2480000000,34.97,USA
Virbac SA,180000000,2680000000,1300000000,318.04,France
Driven Brands,180000000,4450000000,2120000000,26.58,USA
Hudco,180000000,1430000000,160000000,0.72,India
Tate & Lyle,180000000,3890000000,2160000000,9.7,UK
Kobe Bussan,180000000,5780000000,3090000000,26.39,Japan
Ready Capital,180000000,1940000000,400000000,11.14,USA
Flex Lng,180000000,1660000000,340000000,31.05,Bermuda
Indian Hotels Company,180000000,6990000000,680000000,4.92,India
Arçelik,180000000,2920000000,7970000000,4.72,Turkey
Community Bank System,180000000,2780000000,640000000,51.88,USA
Nestle Malaysia,180000000,6690000000,1520000000,28.55,Malaysia
Tokyo Century,180000000,4590000000,9790000000,37.57,Japan
