Name,Revenue,Multiplicative,Share Price,Country
Addus HomeCare,0.97,1000000000,91.81,USA
Breville Group,0.97,1000000000,13.40,Australia
Sarepta Therapeutics,0.97,1000000000,130.44,USA
FTAI Aviation,0.97,1000000000,29.56,USA
USANA,0.97,1000000000,61.15,USA
VSE Corporation,0.97,1000000000,55.37,USA
Allegro MicroSystems,0.97,1000000000,40.16,USA
Helix Energy Solutions,0.97,1000000000,6.75,USA
Planet Fitness,0.97,1000000000,70.66,USA
Wheaton Precious Metals,0.97,1000000000,44.87,Canada
Membership Collective,0.97,1000000000,6.58,UK
EZCorp,0.97,1000000000,8.34,USA
Aaon,0.97,1000000000,95.80,USA
Moncler,0.97,1000000000,73.55,Italy
Axcelis Technologies,0.97,1000000000,169.08,USA
Covivio,0.97,1000000000,50.60,France
United Heavy Machinery,0.96,1000000000,63.30,Russia
Viña Concha y Toro,0.96,1000000000,1.18,Chile
WSFS Financial,0.96,1000000000,38.41,USA
Rogers Corporation,0.96,1000000000,157.29,USA
GEOX,0.96,1000000000,0.98,Italy
Jain Irrigation Systems,0.96,1000000000,0.26,India
Equinox Gold,0.96,1000000000,4.64,Canada
Onto Innovation,0.96,1000000000,104.50,USA
Soitec,0.96,1000000000,167.18,France
Almirall,0.96,1000000000,8.83,Spain
Bill.com,0.96,1000000000,111.26,USA
AspenTech,0.96,1000000000,167.33,USA
Sun Country Airlines,0.96,1000000000,19.99,USA
Iamgold,0.95,1000000000,2.91,Canada
Zumiez,0.95,1000000000,14.56,USA
Divis Laboratories,0.95,1000000000,43.69,India
Piramal Enterprises,0.95,1000000000,9.55,India
TaskUs,0.95,1000000000,11.36,USA
Transportadora de Gas del Sur,0.95,1000000000,13.32,ar Argentina
Trupanion,0.95,1000000000,26.08,USA
Temenos,0.95,1000000000,80.98,Switzerland
Muthoot Finance,0.95,1000000000,14.25,India
Mediaset España Comunicación,0.95,1000000000,3.16,Spain
dentalcorp,0.95,1000000000,5.30,Canada
Shake Shack,0.95,1000000000,71.13,USA
2U,0.94,1000000000,4.18,USA
Vidrala,0.94,1000000000,97.00,Spain
Artisan Partners,0.94,1000000000,38.93,USA
Futu Holdings,0.94,1000000000,42.03,Hong Kong
Balchem,0.94,1000000000,136.64,USA
ChipMOS Technologies,0.94,1000000000,25.84,Taiwan
Choice Properties REIT,0.94,1000000000,10.12,Canada
Workman,0.94,1000000000,36.21,Japan
Aarti Industries,0.94,1000000000,6.34,India
Saudi Investment Bank,0.94,1000000000,4.54,S. Arabia
Endava,0.93,1000000000,53.97,UK
Cummins India,0.93,1000000000,22.50,India
Tredegar,0.93,1000000000,6.00,USA
Bumble,0.93,1000000000,17.88,USA
Columbus McKinnon,0.93,1000000000,41.27,USA
MSG Sports,0.93,1000000000,180.09,USA
Philip Morris ČR,0.93,1000000000,796.86,Czech Republic
SunOpta,0.93,1000000000,6.99,Canada
Kratos Defense & Security Solutions,0.93,1000000000,13.72,USA
BB Seguridade Participações,0.93,1000000000,6.34,Brazil
Calix,0.93,1000000000,50.77,USA
Hawkins,0.92,1000000000,48.92,USA
Nerolac Paints,0.92,1000000000,5.53,India
Reliance Power,0.92,1000000000,0.20,India
Softchoice,0.92,1000000000,12.84,Canada
Healthcare Realty,0.92,1000000000,19.46,USA
New Relic,0.92,1000000000,66.93,USA
United Breweries,0.92,1000000000,18.46,India
DT Midstream,0.92,1000000000,48.52,USA
Cognex,0.92,1000000000,55.75,USA
Ninety One Group,0.92,1000000000,2.26,South Africa
Simmons First National,0.92,1000000000,18.28,USA
Livent,0.92,1000000000,26.78,USA
INWIT,0.92,1000000000,13.03,Italy
Pfeiffer Vacuum,0.92,1000000000,162.47,Germany
Future plc,0.92,1000000000,9.26,UK
PetIQ,0.92,1000000000,15.09,USA
Sovos Brands,0.92,1000000000,18.52,USA
W&T Offshore,0.92,1000000000,4.06,USA
Stoneridge,0.92,1000000000,17.77,USA
Grand Canyon Education,0.91,1000000000,102.97,USA
BELIMO Holding,0.91,1000000000,506.37,Switzerland
GasLog,0.91,1000000000,24.46,Greece
Miller Industries,0.91,1000000000,36.28,USA
Wolfspeed,0.91,1000000000,53.07,USA
NETSCOUT,0.91,1000000000,29.51,USA
Perficient,0.91,1000000000,78.67,USA
Software AG,0.91,1000000000,35.19,Germany
OPKO Health,0.91,1000000000,1.55,USA
The RMR Group,0.91,1000000000,23.75,USA
Playa Hotels & Resorts,0.91,1000000000,9.00,USA
ESCO Technologies,0.91,1000000000,100.17,USA
LifeStance Health Group,0.90,1000000000,8.96,USA
Kadant,0.90,1000000000,223.75,USA
Blue Bird Corporation,0.90,1000000000,22.18,USA
RBL Bank,0.90,1000000000,2.12,India
United Community Bank,0.90,1000000000,26.37,USA
Eldorado Gold,0.90,1000000000,10.18,Canada
ZipRecruiter,0.90,1000000000,16.38,USA
Glacier Bancorp,0.90,1000000000,35.02,USA
ZimVie,0.90,1000000000,11.67,USA
NETGEAR,0.90,1000000000,14.93,USA
LendingTree,0.90,1000000000,21.63,USA
Verint Systems,0.90,1000000000,36.38,USA
Textainer Group,0.89,1000000000,40.21,Bermuda
Nagarro,0.89,1000000000,88.02,Germany
Team Inc,0.89,1000000000,6.43,USA
The a2 Milk Company,0.89,1000000000,3.52,New Zealand
Itaú CorpBanca,0.89,1000000000,3.42,Chile
Alteryx,0.89,1000000000,45.46,USA
Squarespace,0.89,1000000000,32.76,USA
SelectQuote,0.89,1000000000,1.73,USA
Kinsale Capital Group,0.89,1000000000,355.55,USA
RioCan REIT,0.89,1000000000,14.79,Canada
Symbotic,0.89,1000000000,51.22,USA
Dine Brands Global,0.89,1000000000,59.43,USA
Hatsun Agro Products,0.89,1000000000,11.35,India
Babcock & Wilcox,0.88,1000000000,6.47,USA
Myers Industries,0.88,1000000000,20.07,USA
Delhivery,0.88,1000000000,4.71,India
Alamos Gold,0.88,1000000000,12.24,Canada
Nuvei,0.88,1000000000,28.79,Canada
Airports of Thailand,0.88,1000000000,2.06,Thailand
Penumbra,0.88,1000000000,337.37,USA
LSB Industries,0.88,1000000000,10.33,USA
Ashoka Buildcon,0.88,1000000000,0.97,India
Mister Car Wash,0.88,1000000000,8.81,USA
Castellum,0.88,1000000000,9.97,Sweden
PRA Group,0.88,1000000000,23.20,USA
Xero,0.88,1000000000,80.33,New Zealand
Varex Imaging,0.87,1000000000,22.94,USA
Verano Holdings,0.87,1000000000,2.89,USA
National Energy Services Reunited,0.87,1000000000,3.20,USA
Archrock,0.87,1000000000,10.06,USA
ReNew Power,0.87,1000000000,5.91,India
Getlink,0.87,1000000000,17.04,France
Novanta,0.87,1000000000,169.62,USA
TriMas,0.87,1000000000,26.98,USA
Electrosteel Castings,0.87,1000000000,0.70,India
Progyny,0.87,1000000000,38.94,USA
Tallink Grupp,0.87,1000000000,0.60,eu Estonia
Moelis & Company,0.87,1000000000,45.38,USA
Guidewire Software,0.86,1000000000,72.72,USA
Merdeka Copper Gold,0.86,1000000000,0.20,Indonesia
Zomato,0.86,1000000000,0.91,India
GoTo,0.86,1000000000,0.01000,Indonesia
Westrock Coffee,0.86,1000000000,11.72,USA
Natera,0.86,1000000000,50.25,USA
AirTAC International,0.86,1000000000,33.63,Taiwan
Rayonier,0.86,1000000000,30.78,USA
Donegal Group,0.86,1000000000,15.28,USA
SL Green Realty,0.86,1000000000,26.58,USA
Canada Goose,0.86,1000000000,17.12,Canada
HealthEquity,0.86,1000000000,62.49,USA
Bank AlJazira,0.86,1000000000,5.00,S. Arabia
Tsakos Energy Navigation,0.86,1000000000,18.66,Greece
Schaeffler India,0.86,1000000000,38.87,India
Grupo Supervielle,0.86,1000000000,3.01,ar Argentina
The Restaurant Group plc,0.85,1000000000,0.54,UK
Helios Technologies,0.85,1000000000,62.93,USA
Macerich,0.85,1000000000,11.32,USA
CG Power and Industrial Solutions,0.85,1000000000,4.60,India
Lundin Gold,0.85,1000000000,12.05,Canada
Morguard,0.85,1000000000,77.98,Canada
REX American Resources,0.85,1000000000,33.82,USA
Lasertec,0.85,1000000000,158.83,Japan
Alok Industries,0.85,1000000000,0.19,India
Top Glove,0.85,1000000000,0.21,Malaysia
AVI Limited,0.85,1000000000,3.80,South Africa
Laboratorios Farmaceuticos Rovi,0.85,1000000000,46.27,Spain
Varta,0.85,1000000000,20.61,Germany
Centerra Gold,0.85,1000000000,6.18,Canada
Nemetschek,0.84,1000000000,78.87,Germany
REN (Redes Energéticas Nacionais),0.84,1000000000,2.78,Portugal
CK Infrastructure,0.84,1000000000,5.40,Hong Kong
Hagerty,0.84,1000000000,9.63,USA
Pilot Corporation,0.84,1000000000,32.15,Japan
James River Group,0.84,1000000000,20.04,Bermuda
Suzlon,0.84,1000000000,0.18,India
Omega Healthcare,0.84,1000000000,31.06,USA
Alarm.com,0.84,1000000000,50.80,USA
Photronics,0.84,1000000000,23.38,USA
Axos Financial,0.84,1000000000,40.37,USA
Shutterstock,0.84,1000000000,49.13,USA
Whirlpool India,0.84,1000000000,17.91,India
TMX Group,0.84,1000000000,22.22,Canada
Cresco Labs,0.84,1000000000,1.69,USA
Vodafone Qatar,0.84,1000000000,0.50,eu Qatar
Ponsse,0.84,1000000000,33.45,Finland
Sterlite Technologies,0.84,1000000000,1.88,India
Newpark Resources,0.83,1000000000,4.54,USA
Nippon Building Fund,0.83,1000000000,"4,020",Japan
CVR Partners,0.83,1000000000,83.75,USA
Allscripts,0.83,1000000000,11.63,USA
RWS Holdings,0.83,1000000000,3.39,UK
Highwoods Properties,0.83,1000000000,22.89,USA
Bluegreen Vacations,0.83,1000000000,34.16,USA
Jupiter Fund Management,0.83,1000000000,1.39,UK
Ethan Allen,0.83,1000000000,27.55,USA
Adani Green Energy,0.83,1000000000,11.90,India
Ribbon Communications,0.83,1000000000,2.84,USA
Viper Energy Partners,0.83,1000000000,24.86,USA
Bodycote,0.83,1000000000,8.32,UK
Reach plc,0.83,1000000000,0.93,UK
Cholamandalam Investment and Finance,0.83,1000000000,13.75,India
Swiss Prime Site,0.82,1000000000,88.10,Switzerland
Silicon Motion,0.82,1000000000,69.99,Hong Kong
Kuwait Projects Company Holding,0.82,1000000000,423.45,eu Kuwait
Virtus Investment Partners,0.82,1000000000,211.66,USA
Dechra Pharmaceuticals,0.82,1000000000,46.23,UK
Sydbank A/S,0.82,1000000000,48.35,Denmark
Victory Capital,0.82,1000000000,31.68,USA
Hanmi Pharmaceutical,0.82,1000000000,27.31,S. Korea
Canadian Western Bank,0.82,1000000000,18.88,Canada
Cricut,0.82,1000000000,15.75,USA
National Storage,0.82,1000000000,35.51,USA
Anora Group,0.82,1000000000,5.38,Finland
OYAK Çimento,0.82,1000000000,1.75,Turkey
Donnelley Financial Solutions,0.82,1000000000,45.39,USA
ESR,0.82,1000000000,1.86,Hong Kong
Gecina,0.81,1000000000,108.93,France
Cathay General Bancorp,0.81,1000000000,34.02,USA
Loma Negra,0.81,1000000000,6.53,ar Argentina
Five9,0.81,1000000000,76.62,USA
Kite Realty,0.81,1000000000,21.42,USA
Avanos Medical,0.81,1000000000,25.60,USA
Renishaw,0.81,1000000000,52.77,UK
Tricon Residential,0.81,1000000000,8.83,Canada
SEGRO,0.81,1000000000,9.71,UK
Qiwi,0.80,1000000000,4.95,Cyprus
Manhattan Associates,0.80,1000000000,191.81,USA
Fenix Outdoor,0.80,1000000000,73.09,Switzerland
RGP,0.80,1000000000,16.01,USA
Sportradar,0.80,1000000000,11.56,Switzerland
HireRight,0.80,1000000000,11.22,USA
Netcompany Group,0.80,1000000000,43.42,Denmark
Signify Health,0.80,1000000000,30.49,USA
Safety Insurance,0.80,1000000000,73.33,USA
Growthpoint Properties,0.80,1000000000,0.69,South Africa
California Water Service,0.80,1000000000,52.47,USA
Apartment Income REIT,0.80,1000000000,37.18,USA
First Hawaiian Bank,0.80,1000000000,19.21,USA
Black Stone Minerals,0.80,1000000000,15.96,USA
Ecovyst,0.80,1000000000,10.50,USA
E-L Financial,0.80,1000000000,682.30,Canada
CCC Intelligent Solutions,0.80,1000000000,10.90,USA
Marqeta,0.79,1000000000,4.91,USA
PI Industries,0.79,1000000000,47.65,India
Vienna Airport,0.79,1000000000,50.14,Austria
First Advantage,0.79,1000000000,14.13,USA
Marshalls plc,0.79,1000000000,3.35,UK
Tandem Diabetes Care,0.79,1000000000,27.10,USA
Cohu,0.79,1000000000,40.77,USA
Shanghai Airport,0.79,1000000000,6.71,China
Evotec,0.79,1000000000,11.66,Germany
OVH Groupe,0.78,1000000000,10.56,France
Matrix Service,0.78,1000000000,5.55,USA
MGP Ingredients,0.78,1000000000,102.63,USA
Laurentian Bank of Canada,0.78,1000000000,25.16,Canada
Vector Limited,0.78,1000000000,2.50,New Zealand
CIRCOR International,0.78,1000000000,47.70,USA
National Retail Properties,0.78,1000000000,42.64,USA
Coeur Mining,0.78,1000000000,3.11,USA
TOTVS,0.78,1000000000,6.22,Brazil
Azrieli Group,0.78,1000000000,62.31,Israel
Tecnoglass,0.78,1000000000,47.56,eu Colombia
Commvault,0.78,1000000000,72.08,USA
Global Unichip Corp.,0.78,1000000000,53.87,Taiwan
Jakks Pacific,0.78,1000000000,21.35,USA
CEWE,0.78,1000000000,93.72,Germany
Everi Holdings,0.78,1000000000,14.75,USA
KakaoBank,0.78,1000000000,20.35,S. Korea
KLX Energy Services,0.78,1000000000,9.04,USA
NV5 Global,0.78,1000000000,103.86,USA
Johnson Outdoors,0.78,1000000000,58.84,USA
Celsius Holdings,0.78,1000000000,144.44,USA
Trident,0.77,1000000000,0.41,India
Avantax,0.77,1000000000,22.73,USA
Cousins Properties,0.77,1000000000,22.26,USA
Rotork,0.77,1000000000,4.15,UK
Repligen,0.77,1000000000,157.46,USA
Buenaventura Mining Company,0.77,1000000000,7.51,Peru
First Financial Bank,0.77,1000000000,21.73,USA
CURO Group,0.77,1000000000,1.85,USA
Ares Capital,0.77,1000000000,18.68,USA
goeasy,0.77,1000000000,82.52,Canada
Fortis Healthcare,0.77,1000000000,3.79,India
Mahanagar Gas,0.77,1000000000,12.76,India
Procore,0.77,1000000000,66.55,USA
Technogym,0.77,1000000000,9.77,Italy
Plug Power,0.77,1000000000,10.57,USA
Cactus Wellhead,0.77,1000000000,40.73,USA
PTC Therapeutics,0.77,1000000000,43.03,USA
Oil States International,0.76,1000000000,6.96,USA
X-FAB,0.76,1000000000,10.88,Belgium
First Watch Restaurant,0.76,1000000000,16.49,USA
Seek Limited,0.76,1000000000,15.24,Australia
Employers Holdings,0.76,1000000000,38.00,USA
Smartsheet,0.76,1000000000,42.01,USA
Dah Sing Financial,0.76,1000000000,2.54,Hong Kong
Network18,0.76,1000000000,0.80,India
SilverBow Resources,0.76,1000000000,27.13,USA
Verra Mobility,0.76,1000000000,18.91,USA
Capcom,0.76,1000000000,40.19,Japan
Canadian Apartment Properties REIT,0.76,1000000000,37.11,Canada
GungHo Online Entertainment,0.76,1000000000,21.00,Japan
Jubilant Pharmova,0.76,1000000000,4.93,India
Insteel Industries,0.76,1000000000,31.25,USA
Pacific Premier Bancorp,0.76,1000000000,21.67,USA
Cyxtera Technologies,0.76,1000000000,0.06500,USA
Cato Fashion,0.75,1000000000,8.01,USA
Burgan Bank,0.75,1000000000,641.69,eu Kuwait
Singapore Exchange,0.75,1000000000,7.20,Singapore
Iridium Communications,0.75,1000000000,60.31,USA
Semtech,0.75,1000000000,22.60,USA
Cazoo,0.75,1000000000,1.36,UK
HighPeak Energy,0.75,1000000000,14.14,USA
ERG,0.75,1000000000,29.28,Italy
Sterling Check,0.75,1000000000,11.89,USA
Robertet,0.75,1000000000,853.95,France
Hollysys Automation Technologie,0.75,1000000000,17.04,China
Chegg,0.75,1000000000,9.80,USA
McGrath RentCorp,0.75,1000000000,94.64,USA
Movado,0.75,1000000000,26.36,USA
Oatly,0.75,1000000000,1.87,Sweden
Independent Bank,0.75,1000000000,49.29,USA
Akumin,0.74,1000000000,0.29,Canada
Cyient,0.74,1000000000,18.15,India
MYT Netherlands Parent (Mytheresa),0.74,1000000000,3.85,Germany
orion-group-holdings,0.74,1000000000,2.61,USA
GoodRx,0.74,1000000000,5.72,USA
Infratil,0.74,1000000000,6.00,New Zealand
Lindsay Corporation,0.74,1000000000,127.27,USA
nternational Bancshares Corp,0.74,1000000000,46.32,USA
Ipca Laboratories,0.74,1000000000,8.98,India
LIC Housing Finance,0.74,1000000000,4.72,India
Paramount Group,0.74,1000000000,4.51,USA
Lee Enterprises,0.74,1000000000,13.65,USA
Laurus Labs,0.74,1000000000,4.49,India
Permata Bank,0.74,1000000000,0.06000,Indonesia
8x8,0.74,1000000000,3.91,USA
Keywords Studios,0.73,1000000000,24.80,Ireland
Youdao,0.73,1000000000,5.22,China
ATN International,0.73,1000000000,39.60,USA
Heartland Financial USA,0.73,1000000000,30.52,USA
Nordic Semiconductor,0.73,1000000000,12.92,Norway
Dutch Bros,0.73,1000000000,27.99,USA
WaFd Bank,0.73,1000000000,28.83,USA
Sarana Menara Nusantara,0.73,1000000000,0.07000,Indonesia
DCM Shriram,0.73,1000000000,10.50,India
USA Compression Partners,0.73,1000000000,19.88,USA
Standex,0.73,1000000000,137.47,USA
G-bits Network Technology,0.73,1000000000,74.23,China
Ormat Technologies,0.73,1000000000,85.43,USA
CSW Industrials,0.73,1000000000,160.90,USA
MarketAxess,0.73,1000000000,277.15,USA
Tidewater,0.73,1000000000,43.51,USA
Sohu.com,0.73,1000000000,11.76,China
Forum Energy Technologies,0.73,1000000000,25.38,USA
MasterCraft Boat,0.73,1000000000,29.60,USA
Hecla Mining,0.73,1000000000,5.29,USA
OBIC,0.73,1000000000,171.20,Japan
Lightspeed POS,0.73,1000000000,16.37,Canada
Cargojet,0.73,1000000000,75.07,Canada
Ducommun,0.73,1000000000,44.24,USA
Össur,0.72,1000000000,4.54,Iceland
Restaurant Brands New Zealand,0.72,1000000000,3.99,New Zealand
Amber Enterprises India,0.72,1000000000,25.96,India
SolarWinds,0.72,1000000000,10.31,USA
Lifetime Brands,0.72,1000000000,4.85,USA
Empire State Realty Trust,0.72,1000000000,7.08,USA
Kirloskar Ferrous Industries,0.72,1000000000,5.99,India
Chailease Holding,0.72,1000000000,6.69,Taiwan
AMEC,0.72,1000000000,23.87,China
Godawari Power & Ispat,0.72,1000000000,5.57,India
Spirit Realty Capital,0.72,1000000000,40.08,USA
DLF,0.72,1000000000,6.05,India
Kaman,0.72,1000000000,22.34,USA
Central Puerto,0.72,1000000000,7.27,ar Argentina
Alpha & Omega Semiconductor,0.72,1000000000,29.33,USA
Wynn Macau,0.72,1000000000,0.97,Macau
Braemar Hotels & Resorts,0.72,1000000000,3.92,USA
MGE Energy,0.72,1000000000,78.97,USA
Remitly,0.72,1000000000,18.76,USA
Neogen,0.72,1000000000,20.77,USA
Genus,0.71,1000000000,31.79,UK
Interroll,0.71,1000000000,"3,047",Switzerland
Plus500,0.71,1000000000,19.33,Israel
FormFactor,0.71,1000000000,30.30,USA
Mirion Technologies,0.71,1000000000,8.20,USA
Maravai LifeSciences,0.71,1000000000,13.78,USA
Inter & Co,0.71,1000000000,3.17,Brazil
ASX,0.71,1000000000,42.57,Australia
Summit Hotel Properties,0.71,1000000000,6.49,USA
Tenable,0.71,1000000000,41.84,USA
Offcn Education,0.71,1000000000,0.70,China
Corporate Office Properties Trust,0.71,1000000000,24.18,USA
Pigeon,0.71,1000000000,14.79,Japan
Rapid7,0.71,1000000000,45.99,USA
GMR Group,0.71,1000000000,0.53,India
Digital Turbine,0.70,1000000000,9.30,USA
Heritage-Crystal Clean,0.70,1000000000,36.79,USA
Hawesko,0.70,1000000000,43.90,Germany
Perdoceo Education,0.70,1000000000,12.55,USA
Manchester United,0.70,1000000000,23.65,UK
Knowles,0.70,1000000000,17.88,USA
Jindal Poly Films,0.70,1000000000,8.38,India
Hargreaves Lansdown,0.70,1000000000,10.50,UK
Daktronics,0.70,1000000000,6.73,USA
Bank of Hawaii,0.70,1000000000,46.63,USA
Charter Hall Group,0.70,1000000000,7.43,Australia
TowneBank,0.70,1000000000,25.27,USA
Halozyme Therapeutics,0.70,1000000000,34.98,USA
CorVel Corporation,0.70,1000000000,191.91,USA
Kimball International,0.70,1000000000,12.30,USA
Tootsie Roll Industries,0.70,1000000000,38.13,USA
WideOpenWest,0.70,1000000000,7.84,USA
Samyang Foods,0.70,1000000000,89.96,S. Korea
PCBL Limited,0.70,1000000000,1.96,India
Kunlun Tech,0.70,1000000000,8.73,China
Lucid Motors,0.69,1000000000,6.48,USA
MACOM,0.69,1000000000,60.90,USA
Dynamic Materials Corporation,0.69,1000000000,15.87,USA
Pangaea Logistics Solutions,0.69,1000000000,6.72,USA
Borregaard,0.69,1000000000,16.74,Norway
Gujarat Fluorochemicals,0.69,1000000000,38.72,India
Civeo,0.69,1000000000,19.40,USA
Itaúsa,0.69,1000000000,2.01,Brazil
Atlantic Union Bankshares,0.69,1000000000,29.01,USA
Getty Images,0.69,1000000000,4.91,USA
Marcus Corporation,0.69,1000000000,15.20,USA
Advantage Energy,0.69,1000000000,5.98,Canada
Latham Group,0.69,1000000000,3.35,USA
Ashford Inc,0.69,1000000000,10.22,USA
Myriad Genetics,0.69,1000000000,22.91,USA
Alembic Pharmaceuticals,0.69,1000000000,7.52,India
Cloetta,0.69,1000000000,1.85,Sweden
Lattice Semiconductor,0.69,1000000000,88.66,USA
MISTRAS Group,0.69,1000000000,7.47,USA
Owl Rock Capital,0.69,1000000000,13.78,USA
Hualan Biological Engineering,0.69,1000000000,3.13,China
Caesarstone,0.69,1000000000,4.70,Israel
Unifi,0.69,1000000000,7.50,USA
Dah Sing Banking Group,0.68,1000000000,0.73,Hong Kong
Bel Fuse,0.68,1000000000,58.32,USA
InnovAge,0.68,1000000000,7.22,USA
Holley,0.68,1000000000,3.56,USA
Indian Hotels Company,0.68,1000000000,4.92,India
Silergy,0.68,1000000000,11.57,China
BE Semiconductor,0.68,1000000000,108.56,Netherlands
Fortuna Silver Mines,0.68,1000000000,3.32,Canada
Gran Tierra Energy,0.68,1000000000,5.48,Canada
Heritage Insurance,0.68,1000000000,4.14,USA
Preformed Line Products,0.68,1000000000,170.33,USA
Ascendas Reit,0.68,1000000000,2.06,Singapore
Stillfront Group,0.68,1000000000,1.59,Sweden
Rubicon Technologies,0.67,1000000000,0.41,USA
Jumbo S.A.,0.67,1000000000,26.80,Greece
Rexford Industrial,0.67,1000000000,53.72,USA
Oberbank,0.67,1000000000,130.28,Austria
Chesapeake Utilities,0.67,1000000000,126.65,USA
Japan Airport Terminal,0.67,1000000000,47.67,Japan
Obsidian Energy,0.67,1000000000,5.88,Canada
Kanzhun,0.67,1000000000,17.23,China
Jaypee Group,0.67,1000000000,0.10,India
Tillys,0.67,1000000000,6.76,USA
EPR Properties,0.67,1000000000,45.80,USA
STAG Industrial,0.67,1000000000,36.59,USA
Pagaya Technologies,0.67,1000000000,1.16,Israel
CarParts.com,0.67,1000000000,4.12,USA
SciPlay,0.67,1000000000,19.52,USA
Boralex,0.67,1000000000,28.11,Canada
Shift Technologies,0.67,1000000000,2.10,USA
AU Small Finance Bank,0.67,1000000000,9.50,India
Chindata,0.67,1000000000,7.29,China
SFL Corp,0.67,1000000000,9.19,Bermuda
Pacira Biosciences,0.66,1000000000,41.09,USA
First Merchants Corporation,0.66,1000000000,28.75,USA
Atul,0.66,1000000000,86.21,India
Blackstone Mortgage Trust,0.66,1000000000,20.06,USA
Supernus Pharmaceuticals,0.66,1000000000,33.77,USA
Asahi Intecc,0.66,1000000000,20.48,Japan
SUSE S.A.,0.66,1000000000,15.32,Luxembourg
Sri Trang Gloves,0.66,1000000000,0.26,Thailand
Renasant Corp,0.66,1000000000,29.48,USA
Texas Pacific Land Trust,0.66,1000000000,"1,359",USA
Kingdom Holding,0.66,1000000000,2.11,S. Arabia
Priority Technology Holdings,0.66,1000000000,3.37,USA
Cars.com,0.66,1000000000,19.00,USA
Cannae Holdings,0.66,1000000000,19.96,USA
Olvi plc,0.66,1000000000,31.59,Finland
Perion Network,0.66,1000000000,33.64,Israel
OneConnect,0.65,1000000000,5.80,China
Cvent,0.65,1000000000,8.52,USA
Abbott India,0.65,1000000000,277.20,India
Arbor Realty Trust,0.65,1000000000,13.87,USA
Innergex Renewable Energy,0.65,1000000000,10.13,Canada
BlackBerry,0.65,1000000000,5.10,Canada
Traeger,0.65,1000000000,4.10,USA
Dynavax Technologies,0.65,1000000000,12.97,USA
Canaan,0.65,1000000000,2.15,China
Hartalega,0.65,1000000000,0.45,Malaysia
Sunnova,0.65,1000000000,18.76,USA
Madison Square Garden,0.65,1000000000,39.02,USA
Duluth Holdings,0.65,1000000000,5.79,USA
Udemy,0.65,1000000000,10.61,USA
Samsara,0.65,1000000000,28.90,USA
Motorcar Parts of America,0.65,1000000000,6.68,USA
E2open,0.65,1000000000,5.33,USA
Hansol Chemical,0.65,1000000000,179.85,S. Korea
LoveSac,0.65,1000000000,23.80,USA
Stratasys,0.65,1000000000,17.39,Israel
Luzerner Kantonalbank,0.65,1000000000,85.18,Switzerland
Boubyan Bank,0.65,1000000000,"2,062",eu Kuwait
BIT Mining (500.com),0.65,1000000000,2.51,China
Ambu,0.64,1000000000,16.35,Denmark
ATI Physical Therapy,0.64,1000000000,10.53,USA
MTY Food Group,0.64,1000000000,44.25,Canada
Mouwasat Medical Services Company,0.64,1000000000,68.14,S. Arabia
ALK-Abelló,0.64,1000000000,13.09,Denmark
Grenke,0.64,1000000000,30.44,Germany
Bajaj Electricals,0.64,1000000000,14.97,India
AssetMark,0.64,1000000000,28.58,USA
Banner Bank,0.64,1000000000,46.44,USA
Veeco,0.64,1000000000,24.83,USA
Community Bank System,0.64,1000000000,51.88,USA
Getnet,0.64,1000000000,1.88,Brazil
Ranger Energy Services,0.64,1000000000,10.60,USA
OFG Bancorp,0.64,1000000000,26.84,USA
OneSpaWorld,0.64,1000000000,11.35,Bahamas
Spar Nord Bank A/S,0.64,1000000000,15.85,Denmark
EQB (Equitable Bank),0.64,1000000000,52.62,Canada
Eagle Bulk Shipping,0.64,1000000000,45.31,USA
Oportun Financial,0.64,1000000000,5.56,USA
PowerSchool,0.64,1000000000,19.31,USA
Nine Energy Service,0.63,1000000000,3.25,USA
Independence Realty Trust,0.63,1000000000,18.51,USA
EverCommerce,0.63,1000000000,11.29,USA
ACLEDA Bank,0.63,1000000000,2.49,Cambodia
Trustmark,0.63,1000000000,22.17,USA
The Beachbody Company,0.63,1000000000,0.53,USA
Upwork,0.63,1000000000,9.36,USA
Colgate-Palmolive India,0.63,1000000000,20.26,India
Bajaj Holdings & Investment,0.63,1000000000,84.10,India
Blue Dart Express,0.63,1000000000,80.59,India
Harmonic,0.63,1000000000,17.99,USA
H&R REIT,0.63,1000000000,7.84,Canada
Bayer Crop Science,0.63,1000000000,51.87,India
Jubilant FoodWorks,0.63,1000000000,6.08,India
Astral Poly Technik,0.63,1000000000,23.92,India
Confluent,0.63,1000000000,34.69,USA
Upstart,0.63,1000000000,37.24,USA
Assured Guaranty,0.63,1000000000,54.57,Bermuda
SJW Group,0.63,1000000000,71.87,USA
Nykaa,0.63,1000000000,1.76,India
Olaplex,0.63,1000000000,3.66,USA
New Gold,0.63,1000000000,1.11,Canada
CareMax,0.63,1000000000,3.46,USA
Tamil Nadu Newsprint and Papers Limited,0.63,1000000000,2.64,India
LegalZoom,0.63,1000000000,12.45,USA
Freshpet,0.63,1000000000,63.89,USA
Mahindra Logistics,0.63,1000000000,4.49,India
Skyward Specialty Insurance Group,0.62,1000000000,24.66,USA
Global Indemnity,0.62,1000000000,33.74,Cayman Islands
Evertec,0.62,1000000000,36.03,USA
Payoneer,0.62,1000000000,4.63,USA
First Majestic Silver,0.62,1000000000,5.57,Canada
Yiren Digital,0.62,1000000000,2.66,China
